 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201210        0.400000E+00        0.584293E+01        0.467809E+02        0.257245E+02        0.950292E+02        0.950292E+01        0.950292E+03        0.250000E+01        0.600000E+01        0.579459E-02        0.356765E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.460512E-01        0.400007E-01        0.200057E-02        0.752374E-03        0.215365E+00        0.128370E+01        0.105475E-01        0.103333E-04        0.501060E-03        0.103794E-05        0.942807E-03        0.892898E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.463078E-01        0.000000E+00        0.950292E-04        0.950292E-04        0.000000E+00        0.000000E+00        0.951833E-02        0.000000E+00        0.100000E+01
    201211        0.400000E+00        0.455233E+01        0.395259E+02        0.203350E+02        0.772342E+02        0.772342E+01        0.772342E+03        0.250000E+01        0.600000E+01        0.504590E-02        0.344621E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.332959E-01        0.400007E-01        0.174209E-02        0.611486E-03        0.221353E+00        0.128370E+01        0.105475E-01        0.200324E-04        0.501060E-03        0.103794E-05        0.159477E-02        0.707430E-06        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.334815E-01        0.000000E+00        0.772342E-04        0.772342E-04        0.000000E+00        0.000000E+00        0.415139E-02        0.000000E+00        0.100000E+01
    201212        0.400000E+00        0.440649E+01        0.427217E+02        0.207586E+02        0.646696E+02        0.646696E+01        0.646696E+03        0.250000E+01        0.600000E+01        0.447882E-02        0.334395E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.252965E-01        0.400007E-01        0.154630E-02        0.512009E-03        0.226404E+00        0.128370E+01        0.105475E-01        0.892823E-05        0.501060E-03        0.103794E-05        0.648975E-03        0.115717E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.254375E-01        0.000000E+00        0.646696E-04        0.646696E-04        0.000000E+00        0.000000E+00        0.542241E-02        0.000000E+00        0.100000E+01
    201301        0.400000E+00        0.390697E+01        0.405363E+02        0.188445E+02        0.558197E+02        0.558197E+01        0.558197E+03        0.250000E+01        0.600000E+01        0.406151E-02        0.326361E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.200671E-01        0.400007E-01        0.140223E-02        0.441941E-03        0.230378E+00        0.128370E+01        0.105475E-01        0.118791E-04        0.501060E-03        0.103794E-05        0.760267E-03        0.505250E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.201789E-01        0.000000E+00        0.558197E-04        0.558197E-04        0.000000E+00        0.000000E+00        0.395606E-02        0.000000E+00        0.100000E+01
    201302        0.400000E+00        0.431721E+01        0.432335E+02        0.205553E+02        0.601021E+02        0.601021E+01        0.601021E+03        0.250000E+01        0.600000E+01        0.427077E-02        0.330600E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.224407E-01        0.400007E-01        0.147447E-02        0.475846E-03        0.228279E+00        0.128370E+01        0.105475E-01        0.287547E-05        0.501060E-03        0.103794E-05        0.195864E-03        0.626639E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.225658E-01        0.000000E+00        0.601021E-04        0.601021E-04        0.000000E+00        0.000000E+00        0.649502E-02        0.851575E-04        0.100000E+01
    201303        0.400000E+00        0.471784E+01        0.446003E+02        0.219786E+02        0.675080E+02        0.675080E+01        0.675080E+03        0.250000E+01        0.600000E+01        0.461118E-02        0.336903E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.270070E-01        0.400007E-01        0.159200E-02        0.534481E-03        0.225164E+00        0.128370E+01        0.105475E-01        0.231523E-06        0.501060E-03        0.103794E-05        0.163850E-04        0.533172E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.271575E-01        0.000000E+00        0.675080E-04        0.675080E-04        0.000000E+00        0.000000E+00        0.119310E-01        0.230070E-02        0.100000E+01
    201304        0.400000E+00        0.532608E+01        0.464610E+02        0.241110E+02        0.795233E+02        0.795233E+01        0.795233E+03        0.250000E+01        0.600000E+01        0.514243E-02        0.346186E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.349233E-01        0.400007E-01        0.177541E-02        0.629609E-03        0.220582E+00        0.128370E+01        0.105475E-01        0.204016E-07        0.501060E-03        0.103794E-05        0.162083E-05        0.146621E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.351179E-01        0.000000E+00        0.795233E-04        0.795233E-04        0.000000E+00        0.000000E+00        0.185579E-01        0.739764E-02        0.100000E+01
    201305        0.400000E+00        0.614697E+01        0.488321E+02        0.269811E+02        0.964456E+02        0.964456E+01        0.964456E+03        0.250000E+01        0.600000E+01        0.584911E-02        0.357531E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.472207E-01        0.400007E-01        0.201939E-02        0.763589E-03        0.214988E+00        0.128370E+01        0.105475E-01        0.119533E-08        0.501060E-03        0.103794E-05        0.105681E-06        0.199295E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.474838E-01        0.000000E+00        0.964456E-04        0.964456E-04        0.000000E+00        0.000000E+00        0.162656E-01        0.170896E-01        0.100000E+01
    201306        0.400000E+00        0.735594E+01        0.518496E+02        0.308749E+02        0.120527E+03        0.120527E+02        0.120527E+04        0.250000E+01        0.600000E+01        0.679192E-02        0.371264E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.667361E-01        0.400007E-01        0.234490E-02        0.954245E-03        0.208224E+00        0.128370E+01        0.105475E-01        0.479855E-09        0.501060E-03        0.103794E-05        0.517779E-07        0.233172E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.671080E-01        0.000000E+00        0.120527E-03        0.120527E-03        0.000000E+00        0.000000E+00        0.201144E-01        0.255208E-01        0.100000E+01
    201307        0.400000E+00        0.749893E+01        0.521942E+02        0.313350E+02        0.123438E+03        0.123438E+02        0.123438E+04        0.250000E+01        0.600000E+01        0.690222E-02        0.372790E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.692254E-01        0.400007E-01        0.238298E-02        0.977296E-03        0.207472E+00        0.128370E+01        0.105475E-01        0.262539E-08        0.501060E-03        0.103794E-05        0.287059E-06        0.231230E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.696112E-01        0.000000E+00        0.123438E-03        0.123438E-03        0.000000E+00        0.000000E+00        0.313392E-01        0.214288E-01        0.100000E+01
    201308        0.400000E+00        0.758094E+01        0.523893E+02        0.315980E+02        0.125113E+03        0.125113E+02        0.125113E+04        0.250000E+01        0.600000E+01        0.696511E-02        0.373647E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.706789E-01        0.400007E-01        0.240469E-02        0.990557E-03        0.207050E+00        0.128370E+01        0.105475E-01        0.177008E-07        0.501060E-03        0.103794E-05        0.194069E-05        0.200879E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.710728E-01        0.000000E+00        0.125113E-03        0.125113E-03        0.000000E+00        0.000000E+00        0.377024E-01        0.147769E-01        0.100000E+01
    201309        0.400000E+00        0.734924E+01        0.518270E+02        0.308498E+02        0.120388E+03        0.120388E+02        0.120388E+04        0.250000E+01        0.600000E+01        0.678553E-02        0.371150E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.666600E-01        0.400007E-01        0.234269E-02        0.953150E-03        0.208279E+00        0.128370E+01        0.105475E-01        0.126388E-06        0.501060E-03        0.103794E-05        0.132111E-04        0.106168E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.670315E-01        0.000000E+00        0.120388E-03        0.120388E-03        0.000000E+00        0.000000E+00        0.318652E-01        0.739219E-02        0.100000E+01
    201310        0.400000E+00        0.590124E+01        0.480154E+02        0.261219E+02        0.919741E+02        0.919741E+01        0.919741E+03        0.250000E+01        0.600000E+01        0.566414E-02        0.354612E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.439308E-01        0.400007E-01        0.195553E-02        0.728186E-03        0.216427E+00        0.128370E+01        0.105475E-01        0.360278E-05        0.501060E-03        0.103794E-05        0.312541E-03        0.119617E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.441756E-01        0.000000E+00        0.919741E-04        0.919741E-04        0.000000E+00        0.000000E+00        0.129971E-01        0.676690E-03        0.100000E+01
    201311        0.400000E+00        0.483686E+01        0.449462E+02        0.223889E+02        0.698867E+02        0.698867E+01        0.698867E+03        0.250000E+01        0.600000E+01        0.471298E-02        0.338578E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.286455E-01        0.400007E-01        0.162714E-02        0.553314E-03        0.224338E+00        0.128370E+01        0.105475E-01        0.685076E-06        0.501060E-03        0.103794E-05        0.531303E-04        0.210959E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.288051E-01        0.000000E+00        0.698867E-04        0.698867E-04        0.000000E+00        0.000000E+00        0.103025E-01        0.836051E-03        0.100000E+01
    201312        0.400000E+00        0.388809E+01        0.416807E+02        0.189628E+02        0.519526E+02        0.519526E+01        0.519526E+03        0.250000E+01        0.600000E+01        0.387328E-02        0.322559E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.179013E-01        0.400007E-01        0.133724E-02        0.411325E-03        0.232260E+00        0.128370E+01        0.105475E-01        0.288870E-05        0.501060E-03        0.103794E-05        0.173222E-03        0.753893E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.180011E-01        0.000000E+00        0.519526E-04        0.519526E-04        0.000000E+00        0.000000E+00        0.540857E-02        0.172941E-03        0.100000E+01
    201401        0.400000E+00        0.373778E+01        0.401648E+02        0.182702E+02        0.519405E+02        0.519405E+01        0.519405E+03        0.250000E+01        0.600000E+01        0.387355E-02        0.322588E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.178762E-01        0.400007E-01        0.133734E-02        0.411229E-03        0.232245E+00        0.128370E+01        0.105475E-01        0.106828E-04        0.501060E-03        0.103794E-05        0.654690E-03        0.562919E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.179758E-01        0.000000E+00        0.519405E-04        0.519405E-04        0.000000E+00        0.000000E+00        0.364400E-02        0.000000E+00        0.100000E+01
    201402        0.400000E+00        0.409381E+01        0.424261E+02        0.197388E+02        0.559552E+02        0.559552E+01        0.559552E+03        0.250000E+01        0.600000E+01        0.407167E-02        0.326668E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.200692E-01        0.400007E-01        0.140573E-02        0.443014E-03        0.230225E+00        0.128370E+01        0.105475E-01        0.383099E-05        0.501060E-03        0.103794E-05        0.242202E-03        0.337069E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.201810E-01        0.000000E+00        0.559552E-04        0.559552E-04        0.000000E+00        0.000000E+00        0.542523E-02        0.000000E+00        0.100000E+01
    201403        0.400000E+00        0.475905E+01        0.447522E+02        0.221335E+02        0.682870E+02        0.682870E+01        0.682870E+03        0.250000E+01        0.600000E+01        0.465059E-02        0.337727E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.273995E-01        0.400007E-01        0.160561E-02        0.540648E-03        0.224757E+00        0.128370E+01        0.105475E-01        0.113315E-05        0.501060E-03        0.103794E-05        0.825259E-04        0.117879E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.275522E-01        0.000000E+00        0.682870E-04        0.682870E-04        0.000000E+00        0.000000E+00        0.906058E-02        0.245557E-03        0.100000E+01
    201404        0.400000E+00        0.562824E+01        0.473678E+02        0.251632E+02        0.855157E+02        0.855157E+01        0.855157E+03        0.250000E+01        0.600000E+01        0.540400E-02        0.350666E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.389543E-01        0.400007E-01        0.186572E-02        0.677054E-03        0.218371E+00        0.128370E+01        0.105475E-01        0.234632E-06        0.501060E-03        0.103794E-05        0.199034E-04        0.519954E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.391714E-01        0.000000E+00        0.855157E-04        0.855157E-04        0.000000E+00        0.000000E+00        0.165515E-01        0.285883E-02        0.100000E+01
    201405        0.400000E+00        0.623549E+01        0.490161E+02        0.272036E+02        0.977574E+02        0.977574E+01        0.977574E+03        0.250000E+01        0.600000E+01        0.590391E-02        0.358411E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.481738E-01        0.400007E-01        0.203831E-02        0.773975E-03        0.214554E+00        0.128370E+01        0.105475E-01        0.243684E-06        0.501060E-03        0.103794E-05        0.225153E-04        0.537809E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.484423E-01        0.000000E+00        0.977574E-04        0.977574E-04        0.000000E+00        0.000000E+00        0.202796E-01        0.340316E-02        0.100000E+01
    201406        0.400000E+00        0.769478E+01        0.526488E+02        0.319575E+02        0.127443E+03        0.127443E+02        0.127443E+04        0.250000E+01        0.600000E+01        0.705026E-02        0.374763E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.727949E-01        0.400007E-01        0.243409E-02        0.100900E-02        0.206500E+00        0.128370E+01        0.105475E-01        0.322727E-06        0.501060E-03        0.103794E-05        0.366475E-04        0.641899E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.732006E-01        0.000000E+00        0.127443E-03        0.127443E-03        0.000000E+00        0.000000E+00        0.301633E-01        0.480615E-02        0.100000E+01
    201407        0.400000E+00        0.803539E+01        0.531856E+02        0.330504E+02        0.136389E+03        0.136389E+02        0.136389E+04        0.250000E+01        0.600000E+01        0.737563E-02        0.378998E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.809942E-01        0.400007E-01        0.254642E-02        0.107983E-02        0.204415E+00        0.128370E+01        0.105475E-01        0.461901E-05        0.501060E-03        0.103794E-05        0.542703E-03        0.502163E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.814456E-01        0.000000E+00        0.136389E-03        0.136389E-03        0.000000E+00        0.000000E+00        0.208455E-01        0.000000E+00        0.100000E+01
    201408        0.400000E+00        0.795472E+01        0.519880E+02        0.325883E+02        0.139790E+03        0.139790E+02        0.139790E+04        0.250000E+01        0.600000E+01        0.749960E-02        0.380616E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.840980E-01        0.400007E-01        0.258922E-02        0.110676E-02        0.203618E+00        0.128370E+01        0.105475E-01        0.101327E-04        0.501060E-03        0.103794E-05        0.119989E-02        0.119584E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.845667E-01        0.000000E+00        0.139790E-03        0.139790E-03        0.000000E+00        0.000000E+00        0.174578E-01        0.000000E+00        0.100000E+01
    201409        0.400000E+00        0.732178E+01        0.515677E+02        0.307508E+02        0.121098E+03        0.121098E+02        0.121098E+04        0.250000E+01        0.600000E+01        0.681277E-02        0.371536E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.672560E-01        0.400007E-01        0.235210E-02        0.958766E-03        0.208089E+00        0.128370E+01        0.105475E-01        0.334758E-05        0.501060E-03        0.103794E-05        0.371011E-03        0.903388E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.676308E-01        0.000000E+00        0.121098E-03        0.121098E-03        0.000000E+00        0.000000E+00        0.190520E-01        0.707599E-04        0.100000E+01
    201410        0.400000E+00        0.601529E+01        0.484424E+02        0.264847E+02        0.934047E+02        0.934047E+01        0.934047E+03        0.250000E+01        0.600000E+01        0.572834E-02        0.355741E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.448259E-01        0.400007E-01        0.197770E-02        0.739513E-03        0.215870E+00        0.128370E+01        0.105475E-01        0.307137E-05        0.501060E-03        0.103794E-05        0.278328E-03        0.479273E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.450757E-01        0.000000E+00        0.934047E-04        0.934047E-04        0.000000E+00        0.000000E+00        0.122979E-01        0.000000E+00        0.100000E+01
    201411        0.400000E+00        0.486758E+01        0.450787E+02        0.225118E+02        0.704390E+02        0.704390E+01        0.704390E+03        0.250000E+01        0.600000E+01        0.474472E-02        0.339341E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.288389E-01        0.400007E-01        0.163810E-02        0.557687E-03        0.223960E+00        0.128370E+01        0.105475E-01        0.685076E-06        0.501060E-03        0.103794E-05        0.530154E-04        0.213880E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.289996E-01        0.000000E+00        0.704390E-04        0.704390E-04        0.000000E+00        0.000000E+00        0.104013E-01        0.858562E-03        0.100000E+01
    201412        0.400000E+00        0.425934E+01        0.430036E+02        0.203387E+02        0.590556E+02        0.590556E+01        0.590556E+03        0.250000E+01        0.600000E+01        0.422223E-02        0.329691E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.218069E-01        0.400007E-01        0.145772E-02        0.467561E-03        0.228728E+00        0.128370E+01        0.105475E-01        0.288870E-05        0.501060E-03        0.103794E-05        0.188771E-03        0.810954E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.219285E-01        0.000000E+00        0.590556E-04        0.590556E-04        0.000000E+00        0.000000E+00        0.656481E-02        0.191054E-03        0.100000E+01
    201501        0.400000E+00        0.393459E+01        0.408745E+02        0.190034E+02        0.558538E+02        0.558538E+01        0.558538E+03        0.250000E+01        0.600000E+01        0.406715E-02        0.326589E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.200040E-01        0.400007E-01        0.140418E-02        0.442211E-03        0.230263E+00        0.128370E+01        0.105475E-01        0.106828E-04        0.501060E-03        0.103794E-05        0.688521E-03        0.589336E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.201155E-01        0.000000E+00        0.558538E-04        0.558538E-04        0.000000E+00        0.000000E+00        0.407237E-02        0.000000E+00        0.100000E+01
    201502        0.400000E+00        0.408281E+01        0.423890E+02        0.197007E+02        0.557990E+02        0.557990E+01        0.557990E+03        0.250000E+01        0.600000E+01        0.406383E-02        0.326502E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.199862E-01        0.400007E-01        0.140303E-02        0.441777E-03        0.230307E+00        0.128370E+01        0.105475E-01        0.383099E-05        0.501060E-03        0.103794E-05        0.249719E-03        0.326456E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.200976E-01        0.000000E+00        0.557990E-04        0.557990E-04        0.000000E+00        0.000000E+00        0.532499E-02        0.000000E+00        0.100000E+01
    201503        0.400000E+00        0.534022E+01        0.464962E+02        0.241569E+02        0.798101E+02        0.798101E+01        0.798101E+03        0.250000E+01        0.600000E+01        0.515347E-02        0.346346E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.351650E-01        0.400007E-01        0.177922E-02        0.631881E-03        0.220503E+00        0.128370E+01        0.105475E-01        0.113315E-05        0.501060E-03        0.103794E-05        0.903566E-04        0.132685E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.353610E-01        0.000000E+00        0.798101E-04        0.798101E-04        0.000000E+00        0.000000E+00        0.116992E-01        0.360244E-03        0.100000E+01
    201504        0.400000E+00        0.597727E+01        0.483400E+02        0.263470E+02        0.925275E+02        0.925275E+01        0.925275E+03        0.250000E+01        0.600000E+01        0.569527E-02        0.355293E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.440798E-01        0.400007E-01        0.196628E-02        0.732568E-03        0.216091E+00        0.128370E+01        0.105475E-01        0.234632E-06        0.501060E-03        0.103794E-05        0.210647E-04        0.547125E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.443255E-01        0.000000E+00        0.925275E-04        0.925275E-04        0.000000E+00        0.000000E+00        0.187124E-01        0.322315E-02        0.100000E+01
    201505        0.400000E+00        0.653198E+01        0.497798E+02        0.281908E+02        0.103876E+03        0.103876E+02        0.103876E+04        0.250000E+01        0.600000E+01        0.614812E-02        0.362071E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.529732E-01        0.400007E-01        0.212262E-02        0.822421E-03        0.212751E+00        0.128370E+01        0.105475E-01        0.628386E-06        0.501060E-03        0.103794E-05        0.584783E-04        0.108330E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.532684E-01        0.000000E+00        0.103876E-03        0.103876E-03        0.000000E+00        0.000000E+00        0.248304E-01        0.644529E-02        0.100000E+01
    201506        0.400000E+00        0.747651E+01        0.521453E+02        0.312652E+02        0.122978E+03        0.122978E+02        0.122978E+04        0.250000E+01        0.600000E+01        0.688587E-02        0.372585E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.687894E-01        0.400007E-01        0.237733E-02        0.973654E-03        0.207573E+00        0.128370E+01        0.105475E-01        0.622113E-06        0.501060E-03        0.103794E-05        0.680074E-04        0.505843E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.691728E-01        0.000000E+00        0.122978E-03        0.122978E-03        0.000000E+00        0.000000E+00        0.267199E-01        0.332754E-02        0.100000E+01
    201507        0.400000E+00        0.781510E+01        0.529356E+02        0.323436E+02        0.129900E+03        0.129900E+02        0.129900E+04        0.250000E+01        0.600000E+01        0.714261E-02        0.376024E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.749222E-01        0.400007E-01        0.246597E-02        0.102846E-02        0.205879E+00        0.128370E+01        0.105475E-01        0.594242E-06        0.501060E-03        0.103794E-05        0.669403E-04        0.369805E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.753398E-01        0.000000E+00        0.129900E-03        0.129900E-03        0.000000E+00        0.000000E+00        0.278882E-01        0.273980E-02        0.100000E+01
    201508        0.400000E+00        0.741058E+01        0.519893E+02        0.310542E+02        0.121631E+03        0.121631E+02        0.121631E+04        0.250000E+01        0.600000E+01        0.683548E-02        0.371901E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.676136E-01        0.400007E-01        0.235994E-02        0.962991E-03        0.207910E+00        0.128370E+01        0.105475E-01        0.781724E-07        0.501060E-03        0.103794E-05        0.845080E-05        0.131703E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.679904E-01        0.000000E+00        0.121631E-03        0.121631E-03        0.000000E+00        0.000000E+00        0.338458E-01        0.892343E-02        0.100000E+01
    201509        0.400000E+00        0.672302E+01        0.502859E+02        0.288178E+02        0.107633E+03        0.107633E+02        0.107633E+04        0.250000E+01        0.600000E+01        0.629651E-02        0.364257E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.559653E-01        0.400007E-01        0.217386E-02        0.852164E-03        0.211674E+00        0.128370E+01        0.105475E-01        0.121136E-07        0.501060E-03        0.103794E-05        0.122291E-05        0.190511E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.562772E-01        0.000000E+00        0.107633E-03        0.107633E-03        0.000000E+00        0.000000E+00        0.298537E-01        0.125052E-01        0.100000E+01
    201510        0.400000E+00        0.579912E+01        0.478385E+02        0.257405E+02        0.889542E+02        0.889542E+01        0.889542E+03        0.250000E+01        0.600000E+01        0.554581E-02        0.352894E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.414982E-01        0.400007E-01        0.191468E-02        0.704277E-03        0.217273E+00        0.128370E+01        0.105475E-01        0.333972E-07        0.501060E-03        0.103794E-05        0.286389E-05        0.141394E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.417295E-01        0.000000E+00        0.889542E-04        0.889542E-04        0.000000E+00        0.000000E+00        0.219733E-01        0.736652E-02        0.100000E+01
    201511        0.400000E+00        0.470879E+01        0.445603E+02        0.219420E+02        0.673468E+02        0.673468E+01        0.673468E+03        0.250000E+01        0.600000E+01        0.460173E-02        0.336672E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.269544E-01        0.400007E-01        0.158874E-02        0.533205E-03        0.225279E+00        0.128370E+01        0.105475E-01        0.281363E-07        0.501060E-03        0.103794E-05        0.219066E-05        0.126182E-02        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.271046E-01        0.000000E+00        0.673468E-04        0.673468E-04        0.000000E+00        0.000000E+00        0.137644E-01        0.562192E-02        0.100000E+01
