 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    201202        0.140440E+01        0.140440E+01        0.134198E+01        0.463649E+00        0.163590E+00        0.714745E+00        0.122208E-07        0.343637E-04        0.622294E-01        0.638807E-02        0.558413E-01        0.150638E-03        0.597034E-04        0.218181E-04        0.691165E-04        0.162440E-17        0.114857E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201203        0.139435E+01        0.139435E+01        0.133378E+01        0.463700E+00        0.154728E+00        0.715348E+00        0.338621E-08        0.593238E-04        0.603301E-01        0.699591E-02        0.533342E-01        0.185879E-03        0.751576E-04        0.254354E-04        0.852861E-04        0.843679E-17        0.118137E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201204        0.139908E+01        0.139908E+01        0.134277E+01        0.466332E+00        0.160588E+00        0.715854E+00        0.705661E-09        0.953015E-04        0.559742E-01        0.754734E-02        0.484269E-01        0.237340E-03        0.958987E-04        0.325439E-04        0.108898E-03       -0.745223E-17        0.124187E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201205        0.140247E+01        0.140247E+01        0.135061E+01        0.468925E+00        0.165216E+00        0.716465E+00        0.131050E-09        0.578119E-04        0.515720E-01        0.624182E-02        0.453302E-01        0.236913E-03        0.948561E-04        0.333552E-04        0.108702E-03        0.366006E-17        0.130586E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201206        0.140449E+01        0.140449E+01        0.135448E+01        0.470531E+00        0.167038E+00        0.716915E+00        0.200752E-10        0.716179E-04        0.497508E-01        0.400004E-02        0.457508E-01        0.181181E-03        0.725731E-04        0.254771E-04        0.831302E-04        0.136347E-16        0.135247E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201207        0.141863E+01        0.141863E+01        0.136818E+01        0.473413E+00        0.177510E+00        0.717253E+00        0.259099E-11        0.571096E-04        0.502446E-01        0.337814E-02        0.468664E-01        0.151864E-03        0.601030E-04        0.220817E-04        0.696789E-04        0.682281E-17        0.139851E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201208        0.143067E+01        0.143067E+01        0.137895E+01        0.475796E+00        0.185552E+00        0.717600E+00        0.263004E-12        0.526570E-04        0.515275E-01        0.316610E-02        0.483614E-01        0.142934E-03        0.558744E-04        0.214779E-04        0.655818E-04        0.136314E-16        0.143737E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201209        0.144221E+01        0.144221E+01        0.138825E+01        0.478133E+00        0.192061E+00        0.718058E+00        0.304158E-13        0.541661E-04        0.537619E-01        0.356482E-02        0.501971E-01        0.142738E-03        0.552753E-04        0.219705E-04        0.654916E-04       -0.473654E-17        0.147530E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201210        0.144807E+01        0.144807E+01        0.139134E+01        0.479777E+00        0.192888E+00        0.718677E+00        0.463427E-14        0.473191E-04        0.565356E-01        0.411151E-02        0.524240E-01        0.141328E-03        0.545365E-04        0.219468E-04        0.648450E-04        0.419926E-18        0.150943E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201211        0.144733E+01        0.144733E+01        0.138710E+01        0.480376E+00        0.187360E+00        0.719361E+00        0.829662E-05        0.338187E-04        0.600637E-01        0.404261E-02        0.560211E-01        0.128595E-03        0.498726E-04        0.197198E-04        0.590027E-04       -0.174695E-16        0.153465E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201212        0.144201E+01        0.144201E+01        0.137787E+01        0.480111E+00        0.177745E+00        0.719991E+00        0.220454E-04        0.262291E-04        0.639924E-01        0.462013E-02        0.593722E-01        0.117962E-03        0.463140E-04        0.175238E-04        0.541238E-04        0.197081E-16        0.155083E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201301        0.142999E+01        0.142999E+01        0.136280E+01        0.479134E+00        0.162971E+00        0.720686E+00        0.836443E-05        0.244851E-04        0.670383E-01        0.553156E-02        0.615067E-01        0.128138E-03        0.513269E-04        0.180181E-04        0.587930E-04        0.824223E-17        0.156632E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201302        0.141887E+01        0.141887E+01        0.134976E+01        0.478125E+00        0.150473E+00        0.721158E+00        0.257617E-05        0.242271E-04        0.689502E-01        0.552439E-02        0.634258E-01        0.135245E-03        0.552684E-04        0.179225E-04        0.620536E-04        0.153941E-16        0.158092E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201303        0.140767E+01        0.140767E+01        0.133831E+01        0.477135E+00        0.139709E+00        0.721469E+00        0.763639E-06        0.270163E-04        0.691742E-01        0.608042E-02        0.630937E-01        0.154045E-03        0.641057E-04        0.192596E-04        0.706799E-04       -0.287767E-17        0.159827E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201304        0.140009E+01        0.140009E+01        0.133244E+01        0.476765E+00        0.134066E+00        0.721607E+00        0.184661E-06        0.470662E-04        0.674116E-01        0.695741E-02        0.604542E-01        0.189262E-03        0.797691E-04        0.226545E-04        0.868380E-04       -0.127787E-17        0.162462E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201305        0.140635E+01        0.140635E+01        0.134318E+01        0.478982E+00        0.142498E+00        0.721698E+00        0.386267E-07        0.945475E-04        0.628002E-01        0.933035E-02        0.534699E-01        0.276382E-03        0.115826E-03        0.337447E-04        0.126811E-03       -0.112653E-16        0.168122E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201306        0.142408E+01        0.142408E+01        0.136921E+01        0.483963E+00        0.163242E+00        0.721999E+00        0.622230E-08        0.148419E-03        0.543425E-01        0.103797E-01        0.439628E-01        0.383677E-03        0.156999E-03        0.506372E-04        0.176041E-03        0.677005E-17        0.177761E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201307        0.143694E+01        0.143694E+01        0.139152E+01        0.489116E+00        0.179590E+00        0.722813E+00        0.835311E-09        0.127928E-03        0.448978E-01        0.948645E-02        0.354114E-01        0.398965E-03        0.158996E-03        0.569129E-04        0.183055E-03        0.144988E-17        0.188817E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201308        0.144574E+01        0.144574E+01        0.140828E+01        0.493773E+00        0.190610E+00        0.723893E+00        0.104648E-09        0.127206E-03        0.369937E-01        0.779734E-02        0.291964E-01        0.345749E-03        0.135881E-03        0.512296E-04        0.158639E-03        0.416714E-18        0.199279E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201309        0.144796E+01        0.144796E+01        0.141577E+01        0.496896E+00        0.193899E+00        0.724977E+00        0.135124E-10        0.831792E-04        0.318325E-01        0.581657E-02        0.260159E-01        0.268122E-03        0.104436E-03        0.406654E-04        0.123021E-03        0.149971E-17        0.207295E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201310        0.144547E+01        0.144547E+01        0.141493E+01        0.498439E+00        0.190585E+00        0.725907E+00        0.208301E-11        0.559357E-04        0.303011E-01        0.468198E-02        0.256191E-01        0.178330E-03        0.696201E-04        0.268876E-04        0.818223E-04       -0.174933E-16        0.212529E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201311        0.143867E+01        0.143867E+01        0.140686E+01        0.498688E+00        0.181440E+00        0.726729E+00        0.436338E-12        0.391062E-04        0.316225E-01        0.538245E-02        0.262401E-01        0.151863E-03        0.599061E-04        0.222781E-04        0.696786E-04       -0.269256E-17        0.215730E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201312        0.142329E+01        0.142329E+01        0.139023E+01        0.497705E+00        0.164958E+00        0.727571E+00        0.124076E-12        0.315747E-04        0.328723E-01        0.660823E-02        0.262640E-01        0.149706E-03        0.602734E-04        0.207436E-04        0.686889E-04        0.121097E-17        0.218116E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201401        0.140789E+01        0.140789E+01        0.137335E+01        0.496423E+00        0.148718E+00        0.728207E+00        0.401339E-13        0.273879E-04        0.343660E-01        0.618817E-02        0.281779E-01        0.143708E-03        0.593098E-04        0.184613E-04        0.659369E-04        0.109797E-16        0.220152E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201402        0.139743E+01        0.139743E+01        0.136126E+01        0.495313E+00        0.137437E+00        0.728507E+00        0.129221E-13        0.234166E-04        0.360078E-01        0.587882E-02        0.301290E-01        0.138716E-03        0.583699E-04        0.166999E-04        0.636466E-04        0.317701E-17        0.221704E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201403        0.138879E+01        0.138879E+01        0.135240E+01        0.494361E+00        0.129431E+00        0.728606E+00        0.386060E-14        0.267196E-04        0.362174E-01        0.565108E-02        0.305664E-01        0.150652E-03        0.643278E-04        0.172011E-04        0.691229E-04       -0.603037E-17        0.223385E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201404        0.138735E+01        0.138735E+01        0.135169E+01        0.494433E+00        0.128688E+00        0.728566E+00        0.897923E-15        0.482298E-04        0.354560E-01        0.510813E-02        0.303479E-01        0.158835E-03        0.682479E-04        0.177096E-04        0.728776E-04       -0.868894E-17        0.225940E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201405        0.140534E+01        0.140534E+01        0.137085E+01        0.497650E+00        0.144649E+00        0.728550E+00        0.179092E-15        0.810934E-04        0.342442E-01        0.486348E-02        0.293808E-01        0.165909E-03        0.702544E-04        0.195312E-04        0.761231E-04        0.117405E-16        0.231068E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201406        0.143352E+01        0.143352E+01        0.140112E+01        0.502791E+00        0.169647E+00        0.728680E+00        0.277490E-16        0.111845E-03        0.321210E-01        0.397294E-02        0.281481E-01        0.165308E-03        0.679168E-04        0.215437E-04        0.758475E-04       -0.122197E-17        0.237835E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201407        0.147804E+01        0.147804E+01        0.144611E+01        0.510647E+00        0.206375E+00        0.729085E+00        0.341374E-17        0.108321E-03        0.316668E-01        0.360606E-02        0.280607E-01        0.159942E-03        0.627841E-04        0.237726E-04        0.733856E-04        0.165646E-16        0.246677E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201408        0.150555E+01        0.150555E+01        0.147190E+01        0.515849E+00        0.226298E+00        0.729755E+00        0.368734E-18        0.758560E-04        0.334186E-01        0.330043E-02        0.301182E-01        0.149019E-03        0.565678E-04        0.240773E-04        0.683736E-04       -0.329882E-16        0.253225E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
