 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20110718        0.143438E+01        0.143438E+01        0.139540E+01        0.458906E+00        0.229194E+00        0.707301E+00        0.192325E-06        0.390800E-04        0.387889E-01        0.251790E-02        0.362710E-01        0.148856E-03        0.538301E-04        0.267268E-04        0.682988E-04        0.234939E-17        0.948672E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110719        0.143484E+01        0.143484E+01        0.139576E+01        0.458973E+00        0.229476E+00        0.707310E+00        0.177271E-06        0.322755E-04        0.389042E-01        0.246355E-02        0.364406E-01        0.146848E-03        0.530966E-04        0.263741E-04        0.673778E-04        0.118768E-16        0.949405E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110720        0.143539E+01        0.143539E+01        0.139619E+01        0.459044E+00        0.229831E+00        0.707316E+00        0.163277E-06        0.339048E-04        0.390172E-01        0.240904E-02        0.366082E-01        0.144861E-03        0.523693E-04        0.260256E-04        0.664658E-04       -0.116795E-16        0.950073E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110721        0.143594E+01        0.143594E+01        0.139662E+01        0.459116E+00        0.230175E+00        0.707323E+00        0.150329E-06        0.345921E-04        0.391449E-01        0.237169E-02        0.367732E-01        0.142892E-03        0.516480E-04        0.256813E-04        0.655623E-04        0.318827E-16        0.950756E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110722        0.143648E+01        0.143648E+01        0.139702E+01        0.459188E+00        0.230504E+00        0.707330E+00        0.138386E-06        0.351344E-04        0.392829E-01        0.234656E-02        0.369363E-01        0.140976E-03        0.509452E-04        0.253472E-04        0.646832E-04        0.315230E-16        0.951443E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110723        0.143702E+01        0.143702E+01        0.139742E+01        0.459259E+00        0.230822E+00        0.707338E+00        0.127336E-06        0.355756E-04        0.394256E-01        0.232685E-02        0.370988E-01        0.139175E-03        0.502834E-04        0.250344E-04        0.638568E-04        0.355648E-16        0.952138E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110724        0.143755E+01        0.143755E+01        0.139781E+01        0.459330E+00        0.231129E+00        0.707346E+00        0.117064E-06        0.358942E-04        0.395674E-01        0.230583E-02        0.372616E-01        0.137541E-03        0.496816E-04        0.247522E-04        0.631074E-04        0.167273E-16        0.952842E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110725        0.143807E+01        0.143807E+01        0.139818E+01        0.459400E+00        0.231426E+00        0.707355E+00        0.376121E-06        0.369809E-04        0.397186E-01        0.229700E-02        0.374216E-01        0.135880E-03        0.490696E-04        0.244651E-04        0.623452E-04        0.213740E-16        0.953547E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110726        0.143860E+01        0.143860E+01        0.139855E+01        0.459470E+00        0.231713E+00        0.707365E+00        0.660513E-06        0.368578E-04        0.398798E-01        0.230005E-02        0.375797E-01        0.134255E-03        0.484704E-04        0.241847E-04        0.615994E-04        0.114027E-16        0.954252E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110727        0.143911E+01        0.143911E+01        0.139891E+01        0.459539E+00        0.231996E+00        0.707375E+00        0.672624E-06        0.367170E-04        0.400275E-01        0.228580E-02        0.377417E-01        0.132979E-03        0.479969E-04        0.239678E-04        0.610140E-04        0.318651E-16        0.954974E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110728        0.143954E+01        0.143954E+01        0.139922E+01        0.459601E+00        0.232232E+00        0.707384E+00        0.617050E-06        0.317281E-04        0.401567E-01        0.225115E-02        0.379056E-01        0.131888E-03        0.475901E-04        0.237845E-04        0.605138E-04       -0.371232E-17        0.955658E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110729        0.143992E+01        0.143992E+01        0.139947E+01        0.459654E+00        0.232418E+00        0.707395E+00        0.721431E-06        0.324463E-04        0.402880E-01        0.222238E-02        0.380657E-01        0.130654E-03        0.471320E-04        0.235748E-04        0.599476E-04       -0.681242E-17        0.956281E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110730        0.144030E+01        0.144030E+01        0.139971E+01        0.459707E+00        0.232598E+00        0.707405E+00        0.958594E-06        0.324833E-04        0.404272E-01        0.220380E-02        0.382234E-01        0.129387E-03        0.466624E-04        0.233587E-04        0.593663E-04        0.200380E-16        0.956902E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110731        0.144068E+01        0.144068E+01        0.139996E+01        0.459760E+00        0.232777E+00        0.707416E+00        0.102942E-05        0.322824E-04        0.405655E-01        0.218351E-02        0.383819E-01        0.128268E-03        0.462462E-04        0.231690E-04        0.588524E-04       -0.117919E-16        0.957527E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110801        0.144106E+01        0.144106E+01        0.140019E+01        0.459813E+00        0.232954E+00        0.707426E+00        0.980741E-06        0.324188E-04        0.407038E-01        0.216294E-02        0.385409E-01        0.127258E-03        0.458700E-04        0.229989E-04        0.583893E-04       -0.127520E-16        0.958152E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110802        0.144143E+01        0.144143E+01        0.140044E+01        0.459866E+00        0.233128E+00        0.707437E+00        0.957674E-06        0.325142E-04        0.408426E-01        0.214300E-02        0.386996E-01        0.126314E-03        0.455176E-04        0.228403E-04        0.579561E-04       -0.186930E-16        0.958780E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110803        0.144181E+01        0.144181E+01        0.140067E+01        0.459919E+00        0.233300E+00        0.707448E+00        0.931934E-06        0.325458E-04        0.409811E-01        0.212274E-02        0.388583E-01        0.125444E-03        0.451923E-04        0.226949E-04        0.575570E-04        0.193162E-16        0.959411E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110804        0.144218E+01        0.144218E+01        0.140090E+01        0.459971E+00        0.233471E+00        0.707459E+00        0.917767E-06        0.327104E-04        0.411201E-01        0.210332E-02        0.390167E-01        0.124627E-03        0.448862E-04        0.225587E-04        0.571820E-04        0.120876E-16        0.960042E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110805        0.144262E+01        0.144262E+01        0.140118E+01        0.460032E+00        0.233681E+00        0.707470E+00        0.927922E-06        0.377190E-04        0.412704E-01        0.209548E-02        0.391749E-01        0.123876E-03        0.446041E-04        0.224343E-04        0.568373E-04       -0.238867E-16        0.960721E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110806        0.144310E+01        0.144310E+01        0.140151E+01        0.460100E+00        0.233928E+00        0.707481E+00        0.853321E-06        0.377886E-04        0.414311E-01        0.209719E-02        0.393339E-01        0.123243E-03        0.443645E-04        0.223314E-04        0.565470E-04       -0.184512E-16        0.961456E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110807        0.144358E+01        0.144358E+01        0.140183E+01        0.460167E+00        0.234166E+00        0.707493E+00        0.181697E-05        0.403861E-04        0.415943E-01        0.210557E-02        0.394887E-01        0.122431E-03        0.440607E-04        0.221958E-04        0.561745E-04        0.524655E-17        0.962193E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110808        0.144406E+01        0.144406E+01        0.140214E+01        0.460234E+00        0.234401E+00        0.707504E+00        0.258069E-05        0.381674E-04        0.417610E-01        0.211743E-02        0.396436E-01        0.121699E-03        0.437857E-04        0.220748E-04        0.558387E-04        0.438146E-18        0.962934E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110809        0.144454E+01        0.144454E+01        0.140246E+01        0.460302E+00        0.234636E+00        0.707516E+00        0.246496E-05        0.384526E-04        0.419263E-01        0.212448E-02        0.398019E-01        0.121211E-03        0.435980E-04        0.219981E-04        0.556145E-04       -0.531215E-17        0.963675E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110810        0.144502E+01        0.144502E+01        0.140276E+01        0.460369E+00        0.234863E+00        0.707528E+00        0.331623E-05        0.407385E-04        0.420942E-01        0.213779E-02        0.399564E-01        0.120556E-03        0.433506E-04        0.218910E-04        0.553139E-04        0.905556E-17        0.964418E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110811        0.144549E+01        0.144549E+01        0.140305E+01        0.460436E+00        0.235061E+00        0.707543E+00        0.838471E-05        0.496146E-04        0.422706E-01        0.217443E-02        0.400962E-01        0.119156E-03        0.428365E-04        0.216474E-04        0.546716E-04        0.995097E-17        0.965170E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110812        0.144594E+01        0.144594E+01        0.140332E+01        0.460502E+00        0.235240E+00        0.707558E+00        0.154203E-04        0.478304E-04        0.424558E-01        0.222755E-02        0.402282E-01        0.117474E-03        0.422218E-04        0.213519E-04        0.538999E-04        0.746373E-17        0.965940E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110813        0.144639E+01        0.144639E+01        0.140358E+01        0.460569E+00        0.235420E+00        0.707574E+00        0.210547E-04        0.479911E-04        0.426415E-01        0.227828E-02        0.403632E-01        0.116096E-03        0.417166E-04        0.211118E-04        0.532680E-04       -0.524344E-17        0.966712E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110814        0.144684E+01        0.144684E+01        0.140385E+01        0.460637E+00        0.235603E+00        0.707590E+00        0.251127E-04        0.456581E-04        0.428280E-01        0.232584E-02        0.405022E-01        0.115060E-03        0.413340E-04        0.209338E-04        0.527927E-04       -0.796154E-17        0.967489E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110815        0.144730E+01        0.144730E+01        0.140412E+01        0.460704E+00        0.235787E+00        0.707606E+00        0.274041E-04        0.446033E-04        0.430133E-01        0.236718E-02        0.406462E-01        0.114386E-03        0.410812E-04        0.208218E-04        0.524833E-04        0.408155E-17        0.968266E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110816        0.144775E+01        0.144775E+01        0.140439E+01        0.460772E+00        0.235972E+00        0.707622E+00        0.284063E-04        0.432300E-04        0.431982E-01        0.240395E-02        0.407942E-01        0.113997E-03        0.409305E-04        0.207616E-04        0.523046E-04        0.259791E-16        0.969045E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20110817        0.144820E+01        0.144820E+01        0.140466E+01        0.460839E+00        0.236155E+00        0.707637E+00        0.286223E-04        0.431348E-04        0.433829E-01        0.243791E-02        0.409450E-01        0.113794E-03        0.408467E-04        0.207354E-04        0.522114E-04       -0.292136E-16        0.969824E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
