 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201506        0.457143E-05        0.123293E-03        0.226449E-05        0.140836E+01        0.316307E-01        0.401249E-01        0.627467E-04        0.807845E-05        0.368065E-02        0.358475E-02        0.116725E+00        0.126633E+00       -0.223293E-01        0.100000E+01       -0.241239E-16        0.152471E+01        0.152475E+01        0.177700E-03        0.131126E-03        0.249900E+02        0.104587E+00       -0.184500E-01        0.640000E+01
    201507        0.375640E-05        0.109970E-03        0.190285E-05        0.127067E+01        0.311542E-01        0.393475E-01        0.395913E-04        0.756929E-05        0.350153E-02        0.345820E-02        0.104192E+00        0.112254E+00       -0.784834E-02        0.100000E+01       -0.131327E-16        0.155843E+01        0.155847E+01        0.163419E-03        0.120591E-03        0.263581E+02        0.100881E+00       -0.191935E-01        0.640000E+01
    201508        0.374163E-05        0.123566E-03        0.197323E-05        0.134050E+01        0.287782E-01        0.370712E-01        0.140194E-03        0.108176E-05        0.359993E-02        0.350019E-02        0.107877E+00        0.129876E+00       -0.241797E-01        0.100000E+01        0.698246E-17        0.158586E+01        0.158589E+01        0.147226E-03        0.118942E-03        0.247161E+02        0.130000E+00       -0.113994E-01        0.640000E+01
    201509        0.396014E-05        0.145992E-03        0.217308E-05        0.134524E+01        0.289500E-01        0.378639E-01        0.259017E-03        0.198377E-06        0.461372E-02        0.444782E-02        0.135328E+00        0.163094E+00       -0.331845E-01        0.100000E+01        0.131189E-16        0.160326E+01        0.160329E+01        0.163380E-03        0.136752E-03        0.216800E+02        0.158500E+00       -0.725833E-02        0.640000E+01
    201510        0.413555E-05        0.169142E-03        0.236017E-05        0.136028E+01        0.150528E-01        0.196269E-01        0.136761E-03        0.656753E-06        0.288710E-02        0.277793E-02        0.953262E-01        0.199250E+00       -0.300313E-01        0.100000E+01       -0.430673E-16        0.160434E+01        0.160431E+01        0.490387E-04        0.766087E-04        0.171710E+02        0.143000E+00       -0.923903E-02        0.640000E+01
    201511        0.423272E-05        0.184804E-03        0.248565E-05        0.129996E+01        0.918200E-02        0.121025E-01        0.119823E-03        0.555142E-06        0.213988E-02        0.212063E-02        0.940140E-01        0.237039E+00        0.210328E-04        0.100000E+01        0.201922E-16        0.157986E+01        0.157982E+01        0.147267E-04        0.546147E-04        0.107227E+02        0.156700E+00       -0.784867E-02        0.640000E+01
    201512        0.466314E-05        0.192832E-03        0.270321E-05        0.135683E+01        0.732844E-02        0.972697E-02        0.132234E-03        0.648181E-07        0.200093E-02        0.192926E-02        0.937515E-01        0.278961E+00       -0.266369E-01        0.100000E+01        0.320909E-17        0.154907E+01        0.154903E+01        0.776613E-05        0.489661E-04        0.784968E+01        0.181452E+00       -0.506419E-02        0.640000E+01
    201601        0.489425E-05        0.183071E-03        0.276031E-05        0.136628E+01        0.598810E-02        0.790270E-02        0.101741E-03        0.385368E-06        0.180289E-02        0.170938E-02        0.839929E-01        0.303938E+00       -0.409249E-01        0.100000E+01       -0.203923E-16        0.151956E+01        0.151953E+01        0.540129E-05        0.417194E-04        0.661581E+01        0.156065E+00       -0.755097E-02        0.640000E+01
    201602        0.482727E-05        0.147769E-03        0.255379E-05        0.140023E+01        0.595378E-02        0.772050E-02        0.669991E-04        0.108089E-05        0.168256E-02        0.156855E-02        0.601586E-01        0.290388E+00       -0.557216E-01        0.100000E+01       -0.240284E-16        0.149713E+01        0.149710E+01        0.105766E-04        0.359045E-04        0.109166E+02        0.138414E+00       -0.983552E-02        0.640000E+01
    201603        0.460031E-05        0.121942E-03        0.233028E-05        0.133589E+01        0.664745E-02        0.857693E-02        0.654948E-04        0.110067E-05        0.179067E-02        0.170844E-02        0.536855E-01        0.271624E+00       -0.313291E-01        0.100000E+01        0.302063E-16        0.148294E+01        0.148293E+01        0.216903E-04        0.355934E-04        0.138065E+02        0.138387E+00       -0.984742E-02        0.640000E+01
    201604        0.447464E-05        0.106785E-03        0.219110E-05        0.131601E+01        0.140521E-01        0.182261E-01        0.159275E-03        0.255678E-06        0.385789E-02        0.374139E-02        0.899851E-01        0.273189E+00       -0.262411E-01        0.100000E+01       -0.107511E-16        0.148214E+01        0.148215E+01        0.897333E-04        0.715889E-04        0.169800E+02        0.164767E+00       -0.661167E-02        0.640000E+01
    201605        0.454651E-05        0.112423E-03        0.222890E-05        0.131704E+01        0.273453E-01        0.352964E-01        0.289970E-03        0.131496E-06        0.832843E-02        0.810382E-02        0.147501E+00        0.307601E+00       -0.232331E-01        0.100000E+01        0.935733E-17        0.151391E+01        0.151398E+01        0.197742E-03        0.137499E-03        0.195581E+02        0.176355E+00       -0.548419E-02        0.640000E+01
    201606        0.416324E-05        0.109796E-03        0.205585E-05        0.129976E+01        0.303687E-01        0.387988E-01        0.269347E-03        0.138121E-06        0.960167E-02        0.933527E-02        0.121128E+00        0.316732E+00       -0.253662E-01        0.100000E+01        0.324423E-16        0.155307E+01        0.155311E+01        0.181067E-03        0.130886E-03        0.237167E+02        0.178633E+00       -0.529633E-02        0.640000E+01
    201607        0.382277E-05        0.109724E-03        0.192707E-05        0.127731E+01        0.330413E-01        0.419827E-01        0.271043E-03        0.137761E-06        0.113441E-01        0.111437E-01        0.114680E+00        0.343362E+00       -0.132598E-01        0.100000E+01       -0.518316E-17        0.159241E+01        0.159246E+01        0.180387E-03        0.131956E-03        0.258161E+02        0.181548E+00       -0.505484E-02        0.640000E+01
    201608        0.363118E-05        0.114942E-03        0.188937E-05        0.127786E+01        0.255902E-01        0.324345E-01        0.214360E-03        0.135964E-06        0.972065E-02        0.958113E-02        0.910253E-01        0.383094E+00       -0.988209E-02        0.100000E+01        0.162549E-16        0.161806E+01        0.161808E+01        0.119587E-03        0.100281E-03        0.253548E+02        0.184645E+00       -0.481000E-02        0.640000E+01
    201609        0.353935E-05        0.125512E-03        0.195400E-05        0.126560E+01        0.237706E-01        0.302139E-01        0.225058E-03        0.577489E-07        0.103732E-01        0.103348E-01        0.100815E+00        0.438217E+00        0.149910E-02        0.100000E+01        0.588758E-17        0.163026E+01        0.163028E+01        0.115713E-03        0.100318E-03        0.228133E+02        0.208300E+00       -0.320313E-02        0.640000E+01
    201610        0.371903E-05        0.135340E-03        0.203706E-05        0.127265E+01        0.159344E-01        0.202282E-01        0.116106E-03        0.843237E-05        0.772480E-02        0.768390E-02        0.827281E-01        0.486676E+00        0.251170E-02        0.100000E+01       -0.139089E-16        0.163000E+01        0.163000E+01        0.600484E-04        0.713508E-04        0.200484E+02        0.143226E+00       -0.101800E-01        0.640000E+01
    201611        0.391604E-05        0.157211E-03        0.223179E-05        0.123390E+01        0.973157E-02        0.124735E-01        0.113410E-03        0.298630E-05        0.526058E-02        0.542767E-02        0.835420E-01        0.543063E+00        0.401994E-01        0.100000E+01        0.177728E-17        0.161636E+01        0.161633E+01        0.221267E-04        0.512582E-04        0.130977E+02        0.157200E+00       -0.794667E-02        0.640000E+01
    201612        0.411348E-05        0.170500E-03        0.237845E-05        0.123234E+01        0.649011E-02        0.833360E-02        0.356360E-04        0.535339E-03        0.382242E-02        0.396936E-02        0.897985E-01        0.585042E+00        0.508878E-01        0.100000E+01        0.222964E-16        0.159027E+01        0.159023E+01        0.567548E-05        0.413896E-04        0.686452E+01        0.913742E-01       -0.599187E-01        0.640000E+01
    201701        0.286629E-05        0.963919E-04        0.149349E-05        0.992292E+00        0.438371E-02        0.551810E-02        0.104000E-05        0.787465E-03        0.152137E-02        0.185866E-02        0.475581E-01        0.345609E+00        0.204530E+00        0.100000E+01        0.801519E-17        0.157216E+01        0.157215E+01        0.501226E-05        0.194608E-04        0.995806E+01        0.356968E-01       -0.240871E+00        0.640000E+01
    201702        0.197957E-05        0.552927E-04        0.936506E-06        0.774213E+00        0.459339E-02        0.574426E-02        0.104000E-05        0.406997E-03        0.902095E-03        0.112686E-02        0.380723E-01        0.197039E+00        0.221143E+00        0.100000E+01        0.131450E-16        0.157000E+01        0.157000E+01        0.106600E-04        0.141414E-04        0.133929E+02        0.300393E-01       -0.485036E+00        0.640000E+01
    201703        0.123063E-05        0.263383E-04        0.470950E-06        0.668495E+00        0.670921E-02        0.840801E-02        0.104000E-05        0.277548E-03        0.893515E-03        0.111869E-02        0.443257E-01        0.133989E+00        0.217258E+00        0.100000E+01        0.228534E-16        0.157000E+01        0.157000E+01        0.270548E-04        0.165566E-04        0.165387E+02        0.243903E-01       -0.236316E+01        0.640000E+01
    201704        0.262842E-06        0.537750E-06        0.970362E-08        0.953089E+00        0.143724E-01        0.181168E-01        0.104000E-05        0.318451E-03        0.214172E-02        0.250899E-02        0.786628E-01        0.145882E+00        0.166878E+00        0.100000E+01        0.675563E-17        0.158957E+01        0.158963E+01        0.106653E-03        0.513082E-04        0.190667E+02        0.185400E-01       -0.142920E+03        0.640000E+01
    201705        0.223153E-06        0.000000E+00        0.000000E+00        0.116320E+01        0.227327E-01        0.285902E-01        0.104000E-05        0.308889E-03        0.301087E-02        0.325691E-02        0.975356E-01        0.133081E+00        0.815272E-01        0.100000E+01       -0.105000E-16        0.164337E+01        0.164345E+01        0.169710E-03        0.879279E-04        0.227516E+02        0.162419E-01       -0.172000E+03        0.640000E+01
    201706        0.138921E-05        0.347328E-04        0.559299E-06        0.115694E+01        0.277092E-01        0.347215E-01        0.104000E-05        0.250356E-03        0.283701E-02        0.306365E-02        0.965888E-01        0.102685E+00        0.818489E-01        0.100000E+01        0.106868E-16        0.169933E+01        0.169942E+01        0.171900E-03        0.991189E-04        0.256733E+02        0.241467E-01       -0.589017E+02        0.640000E+01
    201707        0.273040E-05        0.943304E-04        0.143386E-05        0.117728E+01        0.321109E-01        0.402630E-01        0.107583E-05        0.208036E-03        0.293801E-02        0.312778E-02        0.112550E+00        0.912360E-01        0.657940E-01        0.100000E+01       -0.942061E-17        0.174828E+01        0.174832E+01        0.169871E-03        0.118403E-03        0.256097E+02        0.433129E-01       -0.146761E+00        0.640000E+01
    201708        0.308769E-05        0.118216E-03        0.171710E-05        0.120137E+01        0.272472E-01        0.342583E-01        0.301706E-05        0.984647E-04        0.232547E-02        0.243155E-02        0.104865E+00        0.853183E-01        0.486411E-01        0.100000E+01       -0.148609E-16        0.177336E+01        0.177339E+01        0.126032E-03        0.105360E-03        0.243452E+02        0.656968E-01       -0.498419E-01        0.640000E+01
