 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20100914        0.343000E-05        0.119000E-03        0.184000E-05        0.129375E+01        0.231083E-01        0.294833E-01        0.777917E-04        0.204625E-05        0.304208E-02        0.294583E-02        0.822708E-01        0.132000E+00       -0.264583E-01        0.100000E+01        0.255142E-16        0.139000E+01        0.139000E+01        0.110000E-03        0.910125E-04        0.254000E+02        0.119000E+00       -0.135000E-01        0.640000E+01
  20100915        0.343083E-05        0.119000E-03        0.183917E-05        0.129167E+01        0.233000E-01        0.297000E-01        0.819000E-04        0.188625E-05        0.306042E-02        0.296458E-02        0.821542E-01        0.131042E+00       -0.256958E-01        0.100000E+01        0.197912E-16        0.139000E+01        0.139000E+01        0.110000E-03        0.913292E-04        0.255000E+02        0.120000E+00       -0.132000E-01        0.640000E+01
  20100916        0.344000E-05        0.119042E-03        0.184000E-05        0.129000E+01        0.233000E-01        0.297250E-01        0.856708E-04        0.175000E-05        0.305958E-02        0.297500E-02        0.823792E-01        0.131000E+00       -0.211167E-01        0.100000E+01        0.247700E-16        0.139000E+01        0.139000E+01        0.110000E-03        0.910208E-04        0.255000E+02        0.121000E+00       -0.129000E-01        0.640000E+01
  20100917        0.345000E-05        0.121000E-03        0.185000E-05        0.127625E+01        0.230958E-01        0.295958E-01        0.898917E-04        0.160875E-05        0.304333E-02        0.298958E-02        0.836458E-01        0.131667E+00       -0.114104E-01        0.100000E+01        0.134458E-16        0.139125E+01        0.139167E+01        0.110000E-03        0.904750E-04        0.252000E+02        0.123000E+00       -0.127000E-01        0.640000E+01
  20100918        0.345000E-05        0.121000E-03        0.185000E-05        0.128000E+01        0.231000E-01        0.296000E-01        0.937042E-04        0.150042E-05        0.305667E-02        0.299875E-02        0.838958E-01        0.132250E+00       -0.136875E-01        0.100000E+01        0.171583E-16        0.140000E+01        0.140000E+01        0.110000E-03        0.907917E-04        0.251000E+02        0.124000E+00       -0.125000E-01        0.640000E+01
  20100919        0.345167E-05        0.122000E-03        0.186000E-05        0.128000E+01        0.230000E-01        0.295000E-01        0.980375E-04        0.138833E-05        0.306500E-02        0.300875E-02        0.844958E-01        0.133000E+00       -0.131000E-01        0.100000E+01        0.442625E-16        0.140000E+01        0.140000E+01        0.110000E-03        0.909042E-04        0.250000E+02        0.125000E+00       -0.122000E-01        0.640000E+01
  20100920        0.346000E-05        0.123000E-03        0.187000E-05        0.127542E+01        0.229000E-01        0.293958E-01        0.102000E-03        0.129083E-05        0.306958E-02        0.301958E-02        0.854917E-01        0.133958E+00       -0.103354E-01        0.100000E+01        0.296896E-16        0.140000E+01        0.140000E+01        0.110000E-03        0.909042E-04        0.247000E+02        0.126000E+00       -0.120000E-01        0.640000E+01
  20100921        0.346000E-05        0.122333E-03        0.186375E-05        0.128542E+01        0.230000E-01        0.295000E-01        0.106000E-03        0.121083E-05        0.309833E-02        0.302375E-02        0.851750E-01        0.135000E+00       -0.183625E-01        0.100000E+01        0.251846E-16        0.140000E+01        0.140000E+01        0.110000E-03        0.916333E-04        0.248000E+02        0.127000E+00       -0.118000E-01        0.640000E+01
  20100922        0.346000E-05        0.122000E-03        0.186000E-05        0.129542E+01        0.225250E-01        0.289333E-01        0.107125E-03        0.113000E-05        0.304958E-02        0.295208E-02        0.826875E-01        0.135000E+00       -0.265083E-01        0.100000E+01        0.338750E-17        0.140000E+01        0.140000E+01        0.106000E-03        0.899958E-04        0.250000E+02        0.128000E+00       -0.115000E-01        0.640000E+01
  20100923        0.346083E-05        0.122750E-03        0.187000E-05        0.129000E+01        0.225000E-01        0.288542E-01        0.983208E-04        0.135000E-05        0.304958E-02        0.295917E-02        0.828333E-01        0.135000E+00       -0.237583E-01        0.100000E+01       -0.137600E-16        0.140000E+01        0.140000E+01        0.106000E-03        0.897000E-04        0.249000E+02        0.126000E+00       -0.121000E-01        0.640000E+01
  20100924        0.346958E-05        0.123000E-03        0.187000E-05        0.129000E+01        0.225000E-01        0.288000E-01        0.898167E-04        0.161000E-05        0.305042E-02        0.296750E-02        0.828708E-01        0.135042E+00       -0.226042E-01        0.100000E+01       -0.827500E-17        0.140000E+01        0.140000E+01        0.106000E-03        0.897042E-04        0.249000E+02        0.123000E+00       -0.126000E-01        0.640000E+01
  20100925        0.349458E-05        0.127000E-03        0.190000E-05        0.125292E+01        0.218917E-01        0.280875E-01        0.825708E-04        0.188333E-05        0.299208E-02        0.299875E-02        0.871667E-01        0.136500E+00        0.890208E-02        0.100000E+01       -0.287667E-17        0.140000E+01        0.140000E+01        0.106000E-03        0.878042E-04        0.238000E+02        0.120000E+00       -0.132000E-01        0.640000E+01
  20100926        0.354417E-05        0.134000E-03        0.196000E-05        0.120292E+01        0.208125E-01        0.267042E-01        0.767500E-04        0.217000E-05        0.291000E-02        0.304833E-02        0.955333E-01        0.139583E+00        0.512625E-01        0.100000E+01       -0.239404E-16        0.140000E+01        0.140000E+01        0.106000E-03        0.855583E-04        0.218000E+02        0.118000E+00       -0.138000E-01        0.640000E+01
  20100927        0.359125E-05        0.141958E-03        0.201458E-05        0.117542E+01        0.198125E-01        0.254833E-01        0.701625E-04        0.256750E-05        0.287125E-02        0.308875E-02        0.104000E+00        0.144750E+00        0.760875E-01        0.100000E+01       -0.364358E-16        0.140000E+01        0.140000E+01        0.106000E-03        0.848167E-04        0.199000E+02        0.115000E+00       -0.145000E-01        0.640000E+01
  20100928        0.357000E-05        0.140000E-03        0.200000E-05        0.122958E+01        0.200042E-01        0.256042E-01        0.613083E-04        0.323875E-05        0.298625E-02        0.307042E-02        0.103000E+00        0.149083E+00        0.328958E-01        0.100000E+01       -0.941833E-17        0.140000E+01        0.140000E+01        0.106000E-03        0.885000E-04        0.202000E+02        0.112000E+00       -0.152000E-01        0.640000E+01
  20100929        0.356792E-05        0.139417E-03        0.199208E-05        0.125417E+01        0.201000E-01        0.257000E-01        0.530000E-04        0.402417E-05        0.304000E-02        0.306042E-02        0.102000E+00        0.151250E+00        0.134425E-01        0.100000E+01        0.172608E-16        0.140000E+01        0.140000E+01        0.106000E-03        0.902000E-04        0.204000E+02        0.110000E+00       -0.160000E-01        0.640000E+01
  20100930        0.357000E-05        0.140000E-03        0.200000E-05        0.126958E+01        0.186625E-01        0.237792E-01        0.425375E-04        0.495083E-05        0.284042E-02        0.282042E-02        0.949542E-01        0.152000E+00        0.440321E-03        0.100000E+01        0.343654E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.842667E-04        0.204000E+02        0.107000E+00       -0.168000E-01        0.640000E+01
  20101001        0.359000E-05        0.142000E-03        0.201000E-05        0.126000E+01        0.184000E-01        0.234958E-01        0.362958E-04        0.602125E-05        0.281583E-02        0.282917E-02        0.965833E-01        0.152792E+00        0.103754E-01        0.100000E+01        0.289446E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.835292E-04        0.199000E+02        0.104000E+00       -0.176000E-01        0.640000E+01
  20101002        0.360000E-05        0.144000E-03        0.203000E-05        0.125000E+01        0.182958E-01        0.232958E-01        0.309958E-04        0.731875E-05        0.280875E-02        0.283958E-02        0.984833E-01        0.153708E+00        0.174250E-01        0.100000E+01        0.185329E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.833375E-04        0.195000E+02        0.102000E+00       -0.186000E-01        0.640000E+01
  20101003        0.365042E-05        0.150750E-03        0.208042E-05        0.120542E+01        0.175875E-01        0.223875E-01        0.267833E-04        0.866667E-05        0.274125E-02        0.288167E-02        0.105958E+00        0.155875E+00        0.550208E-01        0.100000E+01        0.271529E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.815125E-04        0.180000E+02        0.992000E-01       -0.196000E-01        0.640000E+01
  20101004        0.367333E-05        0.154000E-03        0.211000E-05        0.120000E+01        0.171958E-01        0.219917E-01        0.224917E-04        0.107167E-04        0.274125E-02        0.289917E-02        0.110958E+00        0.159208E+00        0.607000E-01        0.100000E+01        0.223417E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.818000E-04        0.171000E+02        0.965000E-01       -0.207000E-01        0.640000E+01
  20101005        0.366000E-05        0.153000E-03        0.210000E-05        0.123458E+01        0.173042E-01        0.221000E-01        0.185000E-04        0.136625E-04        0.280458E-02        0.288042E-02        0.109000E+00        0.161667E+00        0.335583E-01        0.100000E+01        0.414458E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.839167E-04        0.174000E+02        0.939000E-01       -0.219000E-01        0.640000E+01
  20101006        0.363958E-05        0.150000E-03        0.207375E-05        0.127000E+01        0.177042E-01        0.224708E-01        0.148042E-04        0.177000E-04        0.287083E-02        0.286000E-02        0.105042E+00        0.162125E+00        0.239375E-02        0.100000E+01        0.250104E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.859458E-04        0.181000E+02        0.912000E-01       -0.232000E-01        0.640000E+01
  20101007        0.361917E-05        0.146000E-03        0.204958E-05        0.130083E+01        0.181042E-01        0.229083E-01        0.119042E-04        0.225958E-04        0.291667E-02        0.283625E-02        0.101042E+00        0.161333E+00       -0.215208E-01        0.100000E+01        0.213417E-16        0.140000E+01        0.140000E+01        0.923000E-04        0.872333E-04        0.191000E+02        0.886000E-01       -0.247000E-01        0.640000E+01
  20101008        0.362958E-05        0.146583E-03        0.205292E-05        0.129750E+01        0.165667E-01        0.209875E-01        0.882542E-05        0.285250E-04        0.264042E-02        0.257167E-02        0.920875E-01        0.159458E+00       -0.194708E-01        0.100000E+01       -0.239833E-16        0.140000E+01        0.140000E+01        0.771000E-04        0.787792E-04        0.191000E+02        0.859000E-01       -0.263000E-01        0.640000E+01
  20101009        0.363542E-05        0.147000E-03        0.206000E-05        0.128458E+01        0.165000E-01        0.209000E-01        0.711000E-05        0.355333E-04        0.260667E-02        0.256000E-02        0.916000E-01        0.157833E+00       -0.914375E-02        0.100000E+01        0.153382E-16        0.140000E+01        0.140000E+01        0.771000E-04        0.776583E-04        0.191000E+02        0.833000E-01       -0.280000E-01        0.640000E+01
  20101010        0.362000E-05        0.145000E-03        0.204000E-05        0.129125E+01        0.167042E-01        0.211042E-01        0.565042E-05        0.454250E-04        0.260958E-02        0.255083E-02        0.893208E-01        0.156125E+00       -0.150196E-01        0.100000E+01        0.819958E-17        0.140000E+01        0.140000E+01        0.771000E-04        0.776625E-04        0.196000E+02        0.806000E-01       -0.300000E-01        0.640000E+01
  20101011        0.363792E-05        0.147000E-03        0.206000E-05        0.126000E+01        0.164958E-01        0.208958E-01        0.459917E-05        0.558292E-04        0.255625E-02        0.256917E-02        0.915792E-01        0.154833E+00        0.120221E-01        0.100000E+01       -0.292458E-16        0.140000E+01        0.140000E+01        0.771000E-04        0.760333E-04        0.191000E+02        0.780000E-01       -0.321000E-01        0.640000E+01
  20101012        0.362000E-05        0.148000E-03        0.207000E-05        0.124000E+01        0.163000E-01        0.206292E-01        0.374958E-05        0.691042E-04        0.251958E-02        0.257583E-02        0.935750E-01        0.154000E+00        0.299458E-01        0.100000E+01        0.313129E-17        0.140000E+01        0.140000E+01        0.771000E-04        0.748917E-04        0.187000E+02        0.754000E-01       -0.345000E-01        0.640000E+01
  20101013        0.359292E-05        0.148125E-03        0.206000E-05        0.122000E+01        0.161000E-01        0.204000E-01        0.304000E-05        0.865000E-04        0.249000E-02        0.257000E-02        0.948292E-01        0.154000E+00        0.401000E-01        0.100000E+01        0.362917E-18        0.140000E+01        0.140000E+01        0.771000E-04        0.741292E-04        0.183000E+02        0.727000E-01       -0.372000E-01        0.640000E+01
  20101014        0.360125E-05        0.153042E-03        0.208542E-05        0.117625E+01        0.154917E-01        0.196917E-01        0.254875E-05        0.103458E-03        0.240750E-02        0.259417E-02        0.101167E+00        0.155125E+00        0.790833E-01        0.100000E+01       -0.252225E-16        0.140000E+01        0.140000E+01        0.771000E-04        0.720000E-04        0.169000E+02        0.701000E-01       -0.403000E-01        0.640000E+01
  20101015        0.353208E-05        0.148000E-03        0.203333E-05        0.121000E+01        0.157042E-01        0.198292E-01        0.209042E-05        0.132000E-03        0.244125E-02        0.255125E-02        0.977917E-01        0.156000E+00        0.505875E-01        0.100000E+01       -0.244500E-16        0.140000E+01        0.140000E+01        0.771000E-04        0.732500E-04        0.175000E+02        0.674000E-01       -0.439000E-01        0.640000E+01
  20101016        0.353000E-05        0.148000E-03        0.203000E-05        0.122750E+01        0.142625E-01        0.179833E-01        0.207500E-05        0.125917E-03        0.220667E-02        0.227542E-02        0.878958E-01        0.155083E+00        0.389708E-01        0.100000E+01       -0.757958E-17        0.140000E+01        0.140000E+01        0.622000E-04        0.663000E-04        0.176000E+02        0.681000E-01       -0.429000E-01        0.640000E+01
  20101017        0.354000E-05        0.149000E-03        0.204000E-05        0.121000E+01        0.140958E-01        0.178000E-01        0.217958E-05        0.117333E-03        0.217250E-02        0.226708E-02        0.886333E-01        0.154000E+00        0.500208E-01        0.100000E+01        0.216258E-16        0.140000E+01        0.140000E+01        0.622000E-04        0.654167E-04        0.174000E+02        0.688000E-01       -0.419000E-01        0.640000E+01
  20101018        0.352000E-05        0.146000E-03        0.202000E-05        0.123542E+01        0.143042E-01        0.180792E-01        0.224583E-05        0.113708E-03        0.219083E-02        0.224083E-02        0.856208E-01        0.153417E+00        0.312208E-01        0.100000E+01        0.268708E-16        0.140000E+01        0.140000E+01        0.622000E-04        0.660792E-04        0.180000E+02        0.694000E-01       -0.412000E-01        0.640000E+01
  20101019        0.350000E-05        0.143000E-03        0.199583E-05        0.125458E+01        0.145042E-01        0.183083E-01        0.233042E-05        0.108708E-03        0.220375E-02        0.222083E-02        0.823292E-01        0.151833E+00        0.149088E-01        0.100000E+01       -0.493167E-17        0.140000E+01        0.140000E+01        0.622000E-04        0.665167E-04        0.188000E+02        0.701000E-01       -0.403000E-01        0.640000E+01
  20101020        0.352958E-05        0.146000E-03        0.202167E-05        0.122000E+01        0.142917E-01        0.180917E-01        0.246958E-05        0.993208E-04        0.215292E-02        0.223625E-02        0.854917E-01        0.151000E+00        0.453250E-01        0.100000E+01        0.369167E-17        0.140000E+01        0.140000E+01        0.622000E-04        0.650667E-04        0.181000E+02        0.708000E-01       -0.394000E-01        0.640000E+01
  20101021        0.353375E-05        0.147000E-03        0.203000E-05        0.121000E+01        0.142000E-01        0.180000E-01        0.260000E-05        0.931000E-04        0.214292E-02        0.223458E-02        0.860833E-01        0.151000E+00        0.488167E-01        0.100000E+01        0.198042E-16        0.140000E+01        0.140000E+01        0.622000E-04        0.649250E-04        0.179000E+02        0.715000E-01       -0.386000E-01        0.640000E+01
  20101022        0.353917E-05        0.147000E-03        0.203000E-05        0.121000E+01        0.142000E-01        0.179667E-01        0.272000E-05        0.881667E-04        0.213958E-02        0.223125E-02        0.865542E-01        0.151000E+00        0.500875E-01        0.100000E+01       -0.109167E-17        0.140000E+01        0.140000E+01        0.622000E-04        0.649083E-04        0.178000E+02        0.721000E-01       -0.379000E-01        0.640000E+01
  20101023        0.353000E-05        0.145000E-03        0.202000E-05        0.123000E+01        0.143042E-01        0.181042E-01        0.284042E-05        0.841042E-04        0.215542E-02        0.221333E-02        0.846542E-01        0.150667E+00        0.350458E-01        0.100000E+01       -0.118725E-16        0.140000E+01        0.140000E+01        0.622000E-04        0.655417E-04        0.182000E+02        0.728000E-01       -0.371000E-01        0.640000E+01
  20101024        0.353583E-05        0.146000E-03        0.202500E-05        0.122958E+01        0.140792E-01        0.178083E-01        0.297125E-05        0.787375E-04        0.211125E-02        0.218000E-02        0.839125E-01        0.150000E+00        0.383792E-01        0.100000E+01       -0.206658E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.643458E-04        0.181000E+02        0.735000E-01       -0.364000E-01        0.640000E+01
  20101025        0.356000E-05        0.149000E-03        0.205000E-05        0.120417E+01        0.138542E-01        0.175417E-01        0.313917E-05        0.732250E-04        0.208583E-02        0.219083E-02        0.867417E-01        0.150542E+00        0.567042E-01        0.100000E+01       -0.319042E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.636250E-04        0.174000E+02        0.741000E-01       -0.358000E-01        0.640000E+01
  20101026        0.357500E-05        0.151000E-03        0.206333E-05        0.119708E+01        0.136958E-01        0.173958E-01        0.332958E-05        0.683583E-04        0.207750E-02        0.219708E-02        0.886500E-01        0.151458E+00        0.624250E-01        0.100000E+01       -0.273946E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.635792E-04        0.170000E+02        0.748000E-01       -0.351000E-01        0.640000E+01
  20101027        0.362208E-05        0.156917E-03        0.211125E-05        0.116333E+01        0.132917E-01        0.169167E-01        0.359042E-05        0.622958E-04        0.204292E-02        0.222750E-02        0.948917E-01        0.153208E+00        0.909125E-01        0.100000E+01       -0.339417E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.627417E-04        0.157000E+02        0.755000E-01       -0.344000E-01        0.640000E+01
  20101028        0.367125E-05        0.163792E-03        0.216500E-05        0.113500E+01        0.128875E-01        0.164042E-01        0.388958E-05        0.569667E-04        0.201792E-02        0.226208E-02        0.102667E+00        0.156500E+00        0.115500E+00        0.100000E+01       -0.272333E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.623000E-04        0.142000E+02        0.762000E-01       -0.337000E-01        0.640000E+01
  20101029        0.368250E-05        0.165792E-03        0.218000E-05        0.114833E+01        0.127208E-01        0.162375E-01        0.411000E-05        0.545750E-04        0.204083E-02        0.226208E-02        0.104958E+00        0.160167E+00        0.105471E+00        0.100000E+01       -0.985417E-17        0.140000E+01        0.140000E+01        0.602000E-04        0.633667E-04        0.137000E+02        0.768000E-01       -0.332000E-01        0.640000E+01
  20101030        0.366000E-05        0.162000E-03        0.215000E-05        0.119917E+01        0.129042E-01        0.164083E-01        0.429125E-05        0.534667E-04        0.209958E-02        0.222667E-02        0.101042E+00        0.162625E+00        0.651292E-01        0.100000E+01       -0.422783E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.654625E-04        0.144000E+02        0.775000E-01       -0.325000E-01        0.640000E+01
  20101031        0.363708E-05        0.157667E-03        0.211625E-05        0.124000E+01        0.131083E-01        0.167083E-01        0.447167E-05        0.520958E-04        0.215083E-02        0.219125E-02        0.965458E-01        0.163000E+00        0.284875E-01        0.100000E+01       -0.273542E-16        0.140000E+01        0.140000E+01        0.602000E-04        0.671125E-04        0.152000E+02        0.782000E-01       -0.319000E-01        0.640000E+01
  20101101        0.366542E-05        0.160000E-03        0.213833E-05        0.125208E+01        0.104125E-01        0.132417E-01        0.398167E-05        0.496292E-04        0.169958E-02        0.172042E-02        0.787125E-01        0.163000E+00        0.221208E-01        0.100000E+01        0.670833E-17        0.140000E+01        0.140000E+01        0.319000E-04        0.530542E-04        0.148000E+02        0.788000E-01       -0.314000E-01        0.640000E+01
  20101102        0.367958E-05        0.161000E-03        0.214250E-05        0.125000E+01        0.102958E-01        0.130292E-01        0.417958E-05        0.462500E-04        0.167000E-02        0.170000E-02        0.785333E-01        0.163000E+00        0.286292E-01        0.100000E+01       -0.227708E-16        0.140000E+01        0.140000E+01        0.319000E-04        0.521792E-04        0.147000E+02        0.795000E-01       -0.308000E-01        0.640000E+01
  20101103        0.369000E-05        0.162000E-03        0.215000E-05        0.124000E+01        0.102000E-01        0.130000E-01        0.442958E-05        0.431000E-04        0.166000E-02        0.170458E-02        0.793208E-01        0.163000E+00        0.349000E-01        0.100000E+01       -0.150038E-16        0.140000E+01        0.140000E+01        0.319000E-04        0.519917E-04        0.145000E+02        0.802000E-01       -0.303000E-01        0.640000E+01
  20101104        0.372125E-05        0.166000E-03        0.219000E-05        0.120667E+01        0.100500E-01        0.127917E-01        0.476292E-05        0.394208E-04        0.163875E-02        0.172792E-02        0.834083E-01        0.163250E+00        0.604250E-01        0.100000E+01       -0.151754E-16        0.140000E+01        0.140000E+01        0.319000E-04        0.513417E-04        0.136000E+02        0.809000E-01       -0.297000E-01        0.640000E+01
  20101105        0.378458E-05        0.174417E-03        0.225333E-05        0.115667E+01        0.974333E-02        0.124500E-01        0.517458E-05        0.357125E-04        0.160917E-02        0.177292E-02        0.916667E-01        0.165042E+00        0.102038E+00        0.100000E+01       -0.190417E-17        0.140000E+01        0.140000E+01        0.319000E-04        0.505292E-04        0.119000E+02        0.815000E-01       -0.293000E-01        0.640000E+01
  20101106        0.377333E-05        0.173708E-03        0.224583E-05        0.117750E+01        0.971667E-02        0.124000E-01        0.496125E-05        0.380167E-04        0.162708E-02        0.176208E-02        0.913375E-01        0.167417E+00        0.853500E-01        0.100000E+01       -0.290000E-17        0.140000E+01        0.140000E+01        0.319000E-04        0.512875E-04        0.119000E+02        0.810000E-01       -0.297000E-01        0.640000E+01
  20101107        0.373000E-05        0.168000E-03        0.220000E-05        0.123000E+01        0.984750E-02        0.125292E-01        0.469292E-05        0.411583E-04        0.166125E-02        0.171958E-02        0.860000E-01        0.168833E+00        0.431250E-01        0.100000E+01       -0.306792E-16        0.140000E+01        0.140000E+01        0.319000E-04        0.524667E-04        0.129000E+02        0.806000E-01       -0.300000E-01        0.640000E+01
  20101108        0.368125E-05        0.160000E-03        0.214500E-05        0.129167E+01        0.101083E-01        0.128167E-01        0.436042E-05        0.452083E-04        0.169625E-02        0.166208E-02        0.786833E-01        0.168208E+00       -0.693708E-02        0.100000E+01       -0.685833E-17        0.140000E+01        0.140000E+01        0.319000E-04        0.535542E-04        0.144000E+02        0.801000E-01       -0.304000E-01        0.640000E+01
  20101109        0.366042E-05        0.155708E-03        0.211417E-05        0.133583E+01        0.879500E-02        0.111167E-01        0.366125E-05        0.488750E-04        0.146292E-02        0.138250E-02        0.634083E-01        0.166167E+00       -0.429208E-01        0.100000E+01        0.154813E-16        0.140000E+01        0.140000E+01        0.170000E-04        0.460417E-04        0.154000E+02        0.796000E-01       -0.308000E-01        0.640000E+01
  20101110        0.367958E-05        0.156000E-03        0.212250E-05        0.131542E+01        0.873000E-02        0.110958E-01        0.351000E-05        0.503042E-04        0.143208E-02        0.137750E-02        0.629000E-01        0.163917E+00       -0.276167E-01        0.100000E+01        0.286500E-16        0.140000E+01        0.140000E+01        0.170000E-04        0.449833E-04        0.154000E+02        0.791000E-01       -0.312000E-01        0.640000E+01
  20101111        0.366583E-05        0.153000E-03        0.210000E-05        0.132875E+01        0.881583E-02        0.111083E-01        0.332167E-05        0.531000E-04        0.142583E-02        0.135125E-02        0.599417E-01        0.161750E+00       -0.390917E-01        0.100000E+01        0.513417E-17        0.139750E+01        0.139708E+01        0.170000E-04        0.447208E-04        0.162000E+02        0.786000E-01       -0.316000E-01        0.640000E+01
  20101112        0.369667E-05        0.156000E-03        0.213000E-05        0.128667E+01        0.873583E-02        0.110875E-01        0.326917E-05        0.532333E-04        0.139542E-02        0.136917E-02        0.620000E-01        0.159625E+00       -0.564208E-02        0.100000E+01        0.373792E-16        0.139000E+01        0.139000E+01        0.170000E-04        0.437375E-04        0.157000E+02        0.782000E-01       -0.319000E-01        0.640000E+01
  20101113        0.379417E-05        0.168792E-03        0.223333E-05        0.117750E+01        0.841667E-02        0.106958E-01        0.333875E-05        0.507958E-04        0.134667E-02        0.144833E-02        0.729125E-01        0.159500E+00        0.837042E-01        0.100000E+01        0.485992E-16        0.139000E+01        0.139000E+01        0.170000E-04        0.421500E-04        0.130000E+02        0.777000E-01       -0.324000E-01        0.640000E+01
  20101114        0.382208E-05        0.174458E-03        0.227417E-05        0.114458E+01        0.824500E-02        0.105000E-01        0.329875E-05        0.514917E-04        0.132833E-02        0.147667E-02        0.784000E-01        0.161083E+00        0.111458E+00        0.100000E+01        0.207838E-16        0.139000E+01        0.139000E+01        0.170000E-04        0.418292E-04        0.117000E+02        0.772000E-01       -0.328000E-01        0.640000E+01
  20101115        0.378042E-05        0.170792E-03        0.224167E-05        0.117667E+01        0.823708E-02        0.105042E-01        0.313625E-05        0.553250E-04        0.134042E-02        0.144750E-02        0.758417E-01        0.162625E+00        0.857083E-01        0.100000E+01        0.130875E-16        0.139000E+01        0.139000E+01        0.170000E-04        0.423167E-04        0.121000E+02        0.767000E-01       -0.332000E-01        0.640000E+01
  20101116        0.376875E-05        0.170417E-03        0.223708E-05        0.118208E+01        0.816417E-02        0.104000E-01        0.302083E-05        0.580333E-04        0.133958E-02        0.143708E-02        0.759417E-01        0.163667E+00        0.817083E-01        0.100000E+01        0.192587E-16        0.139000E+01        0.139000E+01        0.170000E-04        0.422958E-04        0.120000E+02        0.762000E-01       -0.337000E-01        0.640000E+01
  20101117        0.377417E-05        0.172000E-03        0.224750E-05        0.117417E+01        0.804667E-02        0.102542E-01        0.294875E-05        0.596167E-04        0.132958E-02        0.143625E-02        0.775875E-01        0.164667E+00        0.886708E-01        0.100000E+01        0.201833E-16        0.139000E+01        0.139000E+01        0.168000E-04        0.420583E-04        0.115000E+02        0.758000E-01       -0.341000E-01        0.640000E+01
  20101118        0.380500E-05        0.177083E-03        0.228417E-05        0.114458E+01        0.787917E-02        0.100650E-01        0.290125E-05        0.605833E-04        0.130875E-02        0.145875E-02        0.826250E-01        0.166125E+00        0.113333E+00        0.100000E+01        0.194412E-16        0.139000E+01        0.139000E+01        0.168000E-04        0.416833E-04        0.104000E+02        0.753000E-01       -0.346000E-01        0.640000E+01
  20101119        0.378292E-05        0.175333E-03        0.226833E-05        0.116292E+01        0.783625E-02        0.999583E-02        0.278458E-05        0.642417E-04        0.131375E-02        0.144167E-02        0.817333E-01        0.167625E+00        0.991958E-01        0.100000E+01        0.398271E-17        0.139000E+01        0.139000E+01        0.168000E-04        0.419750E-04        0.105000E+02        0.748000E-01       -0.351000E-01        0.640000E+01
  20101120        0.368500E-05        0.163000E-03        0.217000E-05        0.125292E+01        0.801125E-02        0.102208E-01        0.257292E-05        0.724500E-04        0.134500E-02        0.136292E-02        0.711167E-01        0.167792E+00        0.253250E-01        0.100000E+01       -0.473208E-17        0.139000E+01        0.139000E+01        0.168000E-04        0.429958E-04        0.126000E+02        0.743000E-01       -0.356000E-01        0.640000E+01
  20101121        0.360583E-05        0.151542E-03        0.208333E-05        0.133667E+01        0.822292E-02        0.104208E-01        0.237292E-05        0.807042E-04        0.136333E-02        0.129167E-02        0.613792E-01        0.165750E+00       -0.429542E-01        0.100000E+01        0.230696E-16        0.139000E+01        0.139000E+01        0.168000E-04        0.435417E-04        0.150000E+02        0.738000E-01       -0.361000E-01        0.640000E+01
  20101122        0.359333E-05        0.147917E-03        0.205792E-05        0.134750E+01        0.830167E-02        0.105083E-01        0.226125E-05        0.848583E-04        0.134542E-02        0.126458E-02        0.580375E-01        0.162625E+00       -0.482875E-01        0.100000E+01        0.278667E-16        0.139000E+01        0.139000E+01        0.168000E-04        0.428750E-04        0.158000E+02        0.733000E-01       -0.366000E-01        0.640000E+01
  20101123        0.370458E-05        0.160625E-03        0.216708E-05        0.122042E+01        0.800792E-02        0.101771E-01        0.230750E-05        0.792958E-04        0.128750E-02        0.133708E-02        0.681333E-01        0.160833E+00        0.502208E-01        0.100000E+01        0.276292E-16        0.139000E+01        0.139000E+01        0.168000E-04        0.410208E-04        0.132000E+02        0.729000E-01       -0.370000E-01        0.640000E+01
