 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20120114        0.400000E+00        0.348320E+01        0.381244E+02        0.170740E+02        0.492735E+02        0.492735E+01        0.492735E+03        0.250000E+01        0.600000E+01        0.374306E-02        0.319942E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.164026E-01        0.400007E-01        0.129228E-02        0.390113E-03        0.233555E+00        0.128370E+01        0.105475E-01        0.165470E-04        0.501060E-03        0.103794E-05        0.978691E-03        0.161545E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.164940E-01        0.000000E+00        0.492735E-04        0.492735E-04        0.000000E+00        0.000000E+00        0.273410E-02        0.000000E+00        0.100000E+01
  20120115        0.400000E+00        0.341787E+01        0.378159E+02        0.168136E+02        0.480827E+02        0.480827E+01        0.480827E+03        0.250000E+01        0.600000E+01        0.368251E-02        0.318640E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.157859E-01        0.400007E-01        0.127138E-02        0.380685E-03        0.234200E+00        0.128370E+01        0.105475E-01        0.168082E-04        0.501060E-03        0.103794E-05        0.978056E-03        0.148768E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.158738E-01        0.000000E+00        0.480827E-04        0.480827E-04        0.000000E+00        0.000000E+00        0.260166E-02        0.000000E+00        0.100000E+01
  20120116        0.400000E+00        0.351293E+01        0.384097E+02        0.172257E+02        0.495053E+02        0.495053E+01        0.495053E+03        0.250000E+01        0.600000E+01        0.375479E-02        0.320192E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.165237E-01        0.400007E-01        0.129633E-02        0.391948E-03        0.233431E+00        0.128370E+01        0.105475E-01        0.157981E-04        0.501060E-03        0.103794E-05        0.937324E-03        0.193662E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.166158E-01        0.000000E+00        0.495053E-04        0.495053E-04        0.000000E+00        0.000000E+00        0.283961E-02        0.000000E+00        0.100000E+01
  20120117        0.400000E+00        0.364190E+01        0.391269E+02        0.177637E+02        0.515855E+02        0.515855E+01        0.515855E+03        0.250000E+01        0.600000E+01        0.385925E-02        0.322397E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.176243E-01        0.400007E-01        0.133240E-02        0.408418E-03        0.232339E+00        0.128370E+01        0.105475E-01        0.146420E-04        0.501060E-03        0.103794E-05        0.892900E-03        0.255690E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.177225E-01        0.000000E+00        0.515855E-04        0.515855E-04        0.000000E+00        0.000000E+00        0.316112E-02        0.000000E+00        0.100000E+01
  20120118        0.400000E+00        0.422841E+01        0.413824E+02        0.199666E+02        0.630448E+02        0.630448E+01        0.630448E+03        0.250000E+01        0.600000E+01        0.441148E-02        0.333358E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.241325E-01        0.400007E-01        0.152305E-02        0.499145E-03        0.226915E+00        0.128370E+01        0.105475E-01        0.135096E-04        0.501060E-03        0.103794E-05        0.941726E-03        0.366374E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.242670E-01        0.000000E+00        0.630448E-04        0.630448E-04        0.000000E+00        0.000000E+00        0.449837E-02        0.000000E+00        0.100000E+01
  20120119        0.400000E+00        0.388595E+01        0.404415E+02        0.187690E+02        0.555062E+02        0.555062E+01        0.555062E+03        0.250000E+01        0.600000E+01        0.405240E-02        0.326357E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.197676E-01        0.400007E-01        0.139908E-02        0.439459E-03        0.230378E+00        0.128370E+01        0.105475E-01        0.122801E-04        0.501060E-03        0.103794E-05        0.786344E-03        0.424566E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.198777E-01        0.000000E+00        0.555062E-04        0.555062E-04        0.000000E+00        0.000000E+00        0.383320E-02        0.000000E+00        0.100000E+01
  20120120        0.400000E+00        0.363735E+01        0.397541E+02        0.178884E+02        0.500655E+02        0.500655E+01        0.500655E+03        0.250000E+01        0.600000E+01        0.378306E-02        0.320794E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.168175E-01        0.400007E-01        0.130609E-02        0.396383E-03        0.233133E+00        0.128370E+01        0.105475E-01        0.110596E-04        0.501060E-03        0.103794E-05        0.661122E-03        0.495841E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.169113E-01        0.000000E+00        0.500655E-04        0.500655E-04        0.000000E+00        0.000000E+00        0.338746E-02        0.000000E+00        0.100000E+01
  20120121        0.400000E+00        0.378859E+01        0.404911E+02        0.184935E+02        0.526286E+02        0.526286E+01        0.526286E+03        0.250000E+01        0.600000E+01        0.391110E-02        0.323474E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.181858E-01        0.400007E-01        0.135030E-02        0.416676E-03        0.231805E+00        0.128370E+01        0.105475E-01        0.994926E-05        0.501060E-03        0.103794E-05        0.614877E-03        0.627934E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.182872E-01        0.000000E+00        0.526286E-04        0.526286E-04        0.000000E+00        0.000000E+00        0.379112E-02        0.000000E+00        0.100000E+01
  20120122        0.400000E+00        0.387391E+01        0.409852E+02        0.188500E+02        0.538638E+02        0.538638E+01        0.538638E+03        0.250000E+01        0.600000E+01        0.397206E-02        0.324727E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.188590E-01        0.400007E-01        0.137135E-02        0.426456E-03        0.231184E+00        0.128370E+01        0.105475E-01        0.882356E-05        0.501060E-03        0.103794E-05        0.553807E-03        0.786248E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.189640E-01        0.000000E+00        0.538638E-04        0.538638E-04        0.000000E+00        0.000000E+00        0.407309E-02        0.000000E+00        0.100000E+01
  20120123        0.400000E+00        0.377582E+01        0.408060E+02        0.185183E+02        0.515134E+02        0.515134E+01        0.515134E+03        0.250000E+01        0.600000E+01        0.385565E-02        0.322321E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.175857E-01        0.400007E-01        0.133116E-02        0.407847E-03        0.232376E+00        0.128370E+01        0.105475E-01        0.777550E-05        0.501060E-03        0.103794E-05        0.473724E-03        0.934554E-05        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.176837E-01        0.000000E+00        0.515134E-04        0.515134E-04        0.000000E+00        0.000000E+00        0.393018E-02        0.000000E+00        0.100000E+01
  20120124        0.400000E+00        0.409293E+01        0.420918E+02        0.197263E+02        0.573220E+02        0.573220E+01        0.573220E+03        0.250000E+01        0.600000E+01        0.414030E-02        0.328112E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.207900E-01        0.400007E-01        0.142943E-02        0.453835E-03        0.229509E+00        0.128370E+01        0.105475E-01        0.687327E-05        0.501060E-03        0.103794E-05        0.449670E-03        0.120634E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.209059E-01        0.000000E+00        0.573220E-04        0.573220E-04        0.000000E+00        0.000000E+00        0.479269E-02        0.000000E+00        0.100000E+01
  20120125        0.400000E+00        0.406936E+01        0.421655E+02        0.196675E+02        0.564339E+02        0.564339E+01        0.564339E+03        0.250000E+01        0.600000E+01        0.409743E-02        0.327260E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.202876E-01        0.400007E-01        0.141463E-02        0.446804E-03        0.229931E+00        0.128370E+01        0.105475E-01        0.600144E-05        0.501060E-03        0.103794E-05        0.388566E-03        0.144429E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.204007E-01        0.000000E+00        0.564339E-04        0.564339E-04        0.000000E+00        0.000000E+00        0.482924E-02        0.000000E+00        0.100000E+01
  20120126        0.400000E+00        0.409708E+01        0.424051E+02        0.197931E+02        0.565637E+02        0.565637E+01        0.565637E+03        0.250000E+01        0.600000E+01        0.410371E-02        0.327385E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.203608E-01        0.400007E-01        0.141680E-02        0.447832E-03        0.229869E+00        0.128370E+01        0.105475E-01        0.522336E-05        0.501060E-03        0.103794E-05        0.338707E-03        0.173993E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.204743E-01        0.000000E+00        0.565637E-04        0.565637E-04        0.000000E+00        0.000000E+00        0.499959E-02        0.000000E+00        0.100000E+01
  20120127        0.400000E+00        0.426414E+01        0.431026E+02        0.204235E+02        0.594313E+02        0.594313E+01        0.594313E+03        0.250000E+01        0.600000E+01        0.424126E-02        0.330095E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.220010E-01        0.400007E-01        0.146428E-02        0.470535E-03        0.228528E+00        0.128370E+01        0.105475E-01        0.457613E-05        0.501060E-03        0.103794E-05        0.306684E-03        0.212763E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.221236E-01        0.000000E+00        0.594313E-04        0.594313E-04        0.000000E+00        0.000000E+00        0.555726E-02        0.000000E+00        0.100000E+01
  20120128        0.400000E+00        0.419755E+01        0.429689E+02        0.201823E+02        0.577440E+02        0.577440E+01        0.577440E+03        0.250000E+01        0.600000E+01        0.416060E-02        0.328514E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.210303E-01        0.400007E-01        0.143644E-02        0.457177E-03        0.229310E+00        0.128370E+01        0.105475E-01        0.396803E-05        0.501060E-03        0.103794E-05        0.260873E-03        0.248477E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.211475E-01        0.000000E+00        0.577440E-04        0.577440E-04        0.000000E+00        0.000000E+00        0.547003E-02        0.000000E+00        0.100000E+01
  20120129        0.400000E+00        0.419822E+01        0.429073E+02        0.201169E+02        0.574009E+02        0.574009E+01        0.574009E+03        0.250000E+01        0.600000E+01        0.414410E-02        0.328188E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.208349E-01        0.400007E-01        0.143074E-02        0.454460E-03        0.229472E+00        0.128370E+01        0.105475E-01        0.346881E-05        0.501060E-03        0.103794E-05        0.227148E-03        0.290132E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.209510E-01        0.000000E+00        0.574009E-04        0.574009E-04        0.000000E+00        0.000000E+00        0.556590E-02        0.000000E+00        0.100000E+01
  20120130        0.400000E+00        0.411602E+01        0.426191E+02        0.198127E+02        0.558140E+02        0.558140E+01        0.558140E+03        0.250000E+01        0.600000E+01        0.406736E-02        0.326658E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.199396E-01        0.400007E-01        0.140425E-02        0.441896E-03        0.230229E+00        0.128370E+01        0.105475E-01        0.300449E-05        0.501060E-03        0.103794E-05        0.193100E-03        0.335821E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.200507E-01        0.000000E+00        0.558140E-04        0.558140E-04        0.000000E+00        0.000000E+00        0.547648E-02        0.000000E+00        0.100000E+01
  20120131        0.400000E+00        0.399937E+01        0.422067E+02        0.193821E+02        0.535900E+02        0.535900E+01        0.535900E+03        0.250000E+01        0.600000E+01        0.395859E-02        0.324451E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.187090E-01        0.400007E-01        0.136669E-02        0.424288E-03        0.231321E+00        0.128370E+01        0.105475E-01        0.260280E-05        0.501060E-03        0.103794E-05        0.162809E-03        0.383681E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.188132E-01        0.000000E+00        0.535900E-04        0.535900E-04        0.000000E+00        0.000000E+00        0.527901E-02        0.000000E+00        0.100000E+01
  20120201        0.400000E+00        0.420574E+01        0.429310E+02        0.201420E+02        0.575327E+02        0.575327E+01        0.575327E+03        0.250000E+01        0.600000E+01        0.415044E-02        0.328313E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.209099E-01        0.400007E-01        0.143293E-02        0.455503E-03        0.229409E+00        0.128370E+01        0.105475E-01        0.227631E-05        0.501060E-03        0.103794E-05        0.149288E-03        0.465648E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.210264E-01        0.000000E+00        0.575327E-04        0.575327E-04        0.000000E+00        0.000000E+00        0.604726E-02        0.000000E+00        0.100000E+01
  20120202        0.400000E+00        0.466619E+01        0.444661E+02        0.218069E+02        0.664537E+02        0.664537E+01        0.664537E+03        0.250000E+01        0.600000E+01        0.456910E-02        0.336297E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.262079E-01        0.400007E-01        0.157747E-02        0.526134E-03        0.225463E+00        0.128370E+01        0.105475E-01        0.197474E-05        0.501060E-03        0.103794E-05        0.142574E-03        0.596701E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.263540E-01        0.000000E+00        0.664537E-04        0.664537E-04        0.000000E+00        0.000000E+00        0.777632E-02        0.000000E+00        0.100000E+01
  20120203        0.400000E+00        0.437533E+01        0.435088E+02        0.207600E+02        0.607998E+02        0.607998E+01        0.607998E+03        0.250000E+01        0.600000E+01        0.430612E-02        0.331349E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.227999E-01        0.400007E-01        0.148668E-02        0.481370E-03        0.227908E+00        0.128370E+01        0.105475E-01        0.171504E-05        0.501060E-03        0.103794E-05        0.116697E-03        0.651868E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.229269E-01        0.000000E+00        0.607998E-04        0.607998E-04        0.000000E+00        0.000000E+00        0.693635E-02        0.000000E+00        0.100000E+01
  20120204        0.400000E+00        0.442131E+01        0.436629E+02        0.209266E+02        0.616896E+02        0.616896E+01        0.616896E+03        0.250000E+01        0.600000E+01        0.434803E-02        0.332153E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.233248E-01        0.400007E-01        0.150115E-02        0.488415E-03        0.227510E+00        0.128370E+01        0.105475E-01        0.150446E-05        0.501060E-03        0.103794E-05        0.103365E-03        0.753174E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.234548E-01        0.000000E+00        0.616896E-04        0.616896E-04        0.000000E+00        0.000000E+00        0.726027E-02        0.000000E+00        0.100000E+01
  20120205        0.400000E+00        0.487978E+01        0.451443E+02        0.225660E+02        0.706415E+02        0.706415E+01        0.706415E+03        0.250000E+01        0.600000E+01        0.475910E-02        0.339739E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.288412E-01        0.400007E-01        0.164307E-02        0.559290E-03        0.223762E+00        0.128370E+01        0.105475E-01        0.131009E-05        0.501060E-03        0.103794E-05        0.985200E-04        0.948153E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.290019E-01        0.000000E+00        0.706415E-04        0.706415E-04        0.000000E+00        0.000000E+00        0.919397E-02        0.000000E+00        0.100000E+01
  20120206        0.400000E+00        0.444303E+01        0.437353E+02        0.210051E+02        0.621104E+02        0.621104E+01        0.621104E+03        0.250000E+01        0.600000E+01        0.436778E-02        0.332529E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.235745E-01        0.400007E-01        0.150797E-02        0.491747E-03        0.227324E+00        0.128370E+01        0.105475E-01        0.114259E-05        0.501060E-03        0.103794E-05        0.788590E-04        0.996922E-04        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.237059E-01        0.000000E+00        0.621104E-04        0.621104E-04        0.000000E+00        0.000000E+00        0.769214E-02        0.104943E-03        0.100000E+01
  20120207        0.400000E+00        0.423469E+01        0.430307E+02        0.202479E+02        0.580888E+02        0.580888E+01        0.580888E+03        0.250000E+01        0.600000E+01        0.417715E-02        0.328840E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.212274E-01        0.400007E-01        0.144215E-02        0.459907E-03        0.229149E+00        0.128370E+01        0.105475E-01        0.100654E-05        0.501060E-03        0.103794E-05        0.664368E-04        0.107922E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.213457E-01        0.000000E+00        0.580888E-04        0.580888E-04        0.000000E+00        0.000000E+00        0.707576E-02        0.198992E-03        0.100000E+01
  20120208        0.400000E+00        0.413894E+01        0.426992E+02        0.198970E+02        0.562525E+02        0.562525E+01        0.562525E+03        0.250000E+01        0.600000E+01        0.408864E-02        0.327084E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.201855E-01        0.400007E-01        0.141159E-02        0.445368E-03        0.230018E+00        0.128370E+01        0.105475E-01        0.880633E-06        0.501060E-03        0.103794E-05        0.568947E-04        0.120120E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.202980E-01        0.000000E+00        0.562525E-04        0.562525E-04        0.000000E+00        0.000000E+00        0.688008E-02        0.295218E-03        0.100000E+01
  20120209        0.400000E+00        0.432275E+01        0.433313E+02        0.205690E+02        0.597846E+02        0.597846E+01        0.597846E+03        0.250000E+01        0.600000E+01        0.425805E-02        0.330421E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.222062E-01        0.400007E-01        0.147008E-02        0.473332E-03        0.228367E+00        0.128370E+01        0.105475E-01        0.771767E-06        0.501060E-03        0.103794E-05        0.519273E-04        0.141712E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.223300E-01        0.000000E+00        0.597846E-04        0.597846E-04        0.000000E+00        0.000000E+00        0.773561E-02        0.441375E-03        0.100000E+01
  20120210        0.400000E+00        0.412814E+01        0.426615E+02        0.198573E+02        0.560457E+02        0.560457E+01        0.560457E+03        0.250000E+01        0.600000E+01        0.407862E-02        0.326883E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.200695E-01        0.400007E-01        0.140813E-02        0.443731E-03        0.230117E+00        0.128370E+01        0.105475E-01        0.683003E-06        0.501060E-03        0.103794E-05        0.440184E-04        0.152053E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.201813E-01        0.000000E+00        0.560457E-04        0.560457E-04        0.000000E+00        0.000000E+00        0.713257E-02        0.497701E-03        0.100000E+01
  20120211        0.400000E+00        0.396166E+01        0.420717E+02        0.192422E+02        0.528737E+02        0.528737E+01        0.528737E+03        0.250000E+01        0.600000E+01        0.392324E-02        0.323725E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.183187E-01        0.400007E-01        0.135449E-02        0.418617E-03        0.231681E+00        0.128370E+01        0.105475E-01        0.600517E-06        0.501060E-03        0.103794E-05        0.372278E-04        0.164480E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.184208E-01        0.000000E+00        0.528737E-04        0.528737E-04        0.000000E+00        0.000000E+00        0.664794E-02        0.550475E-03        0.100000E+01
  20120212        0.400000E+00        0.407987E+01        0.424921E+02        0.196796E+02        0.551235E+02        0.551235E+01        0.551235E+03        0.250000E+01        0.600000E+01        0.403375E-02        0.325981E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.195545E-01        0.400007E-01        0.139264E-02        0.436429E-03        0.230564E+00        0.128370E+01        0.105475E-01        0.533057E-06        0.501060E-03        0.103794E-05        0.339767E-04        0.188147E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.196634E-01        0.000000E+00        0.551235E-04        0.551235E-04        0.000000E+00        0.000000E+00        0.723410E-02        0.683872E-03        0.100000E+01
  20120213        0.400000E+00        0.369052E+01        0.410750E+02        0.182271E+02        0.477663E+02        0.477663E+01        0.477663E+03        0.250000E+01        0.600000E+01        0.366634E-02        0.318290E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.156234E-01        0.400007E-01        0.126580E-02        0.378180E-03        0.234374E+00        0.128370E+01        0.105475E-01        0.470173E-06        0.501060E-03        0.103794E-05        0.272388E-04        0.190918E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.157105E-01        0.000000E+00        0.477663E-04        0.477663E-04        0.000000E+00        0.000000E+00        0.589717E-02        0.628431E-03        0.100000E+01
  20120214        0.400000E+00        0.363191E+01        0.408533E+02        0.180054E+02        0.466728E+02        0.466728E+01        0.466728E+03        0.250000E+01        0.600000E+01        0.361017E-02        0.317064E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.150667E-01        0.400007E-01        0.124640E-02        0.369523E-03        0.234982E+00        0.128370E+01        0.105475E-01        0.415369E-06        0.501060E-03        0.103794E-05        0.236952E-04        0.209089E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.151507E-01        0.000000E+00        0.466728E-04        0.466728E-04        0.000000E+00        0.000000E+00        0.580020E-02        0.685153E-03        0.100000E+01
  20120215        0.400000E+00        0.378701E+01        0.414351E+02        0.185903E+02        0.495750E+02        0.495750E+01        0.495750E+03        0.250000E+01        0.600000E+01        0.375832E-02        0.320268E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.165602E-01        0.400007E-01        0.129755E-02        0.392501E-03        0.233394E+00        0.128370E+01        0.105475E-01        0.370330E-06        0.501060E-03        0.103794E-05        0.219928E-04        0.239671E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.166524E-01        0.000000E+00        0.495750E-04        0.495750E-04        0.000000E+00        0.000000E+00        0.649173E-02        0.834588E-03        0.100000E+01
  20120216        0.400000E+00        0.391150E+01        0.418908E+02        0.190557E+02        0.519232E+02        0.519232E+01        0.519232E+03        0.250000E+01        0.600000E+01        0.387607E-02        0.322747E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.178054E-01        0.400007E-01        0.133821E-02        0.411091E-03        0.232165E+00        0.128370E+01        0.105475E-01        0.328139E-06        0.501060E-03        0.103794E-05        0.200978E-04        0.272917E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.179046E-01        0.000000E+00        0.519232E-04        0.519232E-04        0.000000E+00        0.000000E+00        0.711361E-02        0.990840E-03        0.100000E+01
  20120217        0.400000E+00        0.438678E+01        0.435472E+02        0.208015E+02        0.610212E+02        0.610212E+01        0.610212E+03        0.250000E+01        0.600000E+01        0.431657E-02        0.331550E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.229301E-01        0.400007E-01        0.149029E-02        0.483124E-03        0.227808E+00        0.128370E+01        0.105475E-01        0.291184E-06        0.501060E-03        0.103794E-05        0.198611E-04        0.334309E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.230579E-01        0.000000E+00        0.610212E-04        0.610212E-04        0.000000E+00        0.000000E+00        0.933325E-02        0.139642E-02        0.100000E+01
  20120218        0.400000E+00        0.438391E+01        0.435376E+02        0.207911E+02        0.609658E+02        0.609658E+01        0.609658E+03        0.250000E+01        0.600000E+01        0.431395E-02        0.331500E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.228975E-01        0.400007E-01        0.148938E-02        0.482685E-03        0.227833E+00        0.128370E+01        0.105475E-01        0.260664E-06        0.501060E-03        0.103794E-05        0.177687E-04        0.364062E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.230251E-01        0.000000E+00        0.609658E-04        0.609658E-04        0.000000E+00        0.000000E+00        0.948120E-02        0.150716E-02        0.100000E+01
  20120219        0.400000E+00        0.448386E+01        0.438708E+02        0.211525E+02        0.629025E+02        0.629025E+01        0.629025E+03        0.250000E+01        0.600000E+01        0.440484E-02        0.333232E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.240472E-01        0.400007E-01        0.152076E-02        0.498018E-03        0.226977E+00        0.128370E+01        0.105475E-01        0.231936E-06        0.501060E-03        0.103794E-05        0.161435E-04        0.405893E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.241812E-01        0.000000E+00        0.629025E-04        0.629025E-04        0.000000E+00        0.000000E+00        0.101379E-01        0.170911E-02        0.100000E+01
  20120220        0.400000E+00        0.444303E+01        0.437353E+02        0.210051E+02        0.621104E+02        0.621104E+01        0.621104E+03        0.250000E+01        0.600000E+01        0.436778E-02        0.332529E-01        0.350805E-02        0.350805E-02        0.350805E-02        0.322797E-01        0.273678E-01        0.899962E+00        0.892835E+00        0.235745E-01        0.400007E-01        0.150797E-02        0.491747E-03        0.227324E+00        0.128370E+01        0.105475E-01        0.206649E-06        0.501060E-03        0.103794E-05        0.142624E-04        0.437805E-03        0.480465E-01        0.250000E+00        0.120116E-01        0.400000E+01        0.237059E-01        0.000000E+00        0.621104E-04        0.621104E-04        0.000000E+00        0.000000E+00        0.101157E-01        0.179930E-02        0.100000E+01
